task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
0,0.0,[],"['Get the tree and take it out into the yard.', 'Water the tree.']",Get the tree and take it out into the yard.,0
1,0.16666666666666666,['Get the tree and take it out into the yard.'],"['Choose a spot to plant the tree.', 'Water the tree.']",Choose a spot to plant the tree.,0
2,0.3333333333333333,"['Get the tree and take it out into the yard.', 'Choose a spot to plant the tree.']","['Water the tree.', 'Get a shovel and dig a hole where you want to plant the tree.']",Get a shovel and dig a hole where you want to plant the tree.,1
3,0.5,"['Get the tree and take it out into the yard.', 'Choose a spot to plant the tree.', 'Get a shovel and dig a hole where you want to plant the tree.']","['Water the tree.', 'Place the roots of the tree into the hole you have dug.']",Place the roots of the tree into the hole you have dug.,1
4,0.6666666666666666,"['Get the tree and take it out into the yard.', 'Choose a spot to plant the tree.', 'Get a shovel and dig a hole where you want to plant the tree.', 'Place the roots of the tree into the hole you have dug.']","['Cover the roots with surrounding dirt.', 'Choose a spot to plant the tree.']",Cover the roots with surrounding dirt.,0
5,0.8333333333333334,"['Get the tree and take it out into the yard.', 'Choose a spot to plant the tree.', 'Get a shovel and dig a hole where you want to plant the tree.', 'Place the roots of the tree into the hole you have dug.', 'Cover the roots with surrounding dirt.']","['Get a shovel and dig a hole where you want to plant the tree.', 'Water the tree.']",Water the tree.,1
0,0.0,[],"['acquire sapling', 'acquire sapling']",acquire sapling,1
1,0.16666666666666666,['acquire sapling'],"['determine where to plant it', 'determine where to plant it']",determine where to plant it,0
2,0.3333333333333333,"['acquire sapling', 'determine where to plant it']","['dig a small hole, keep the displaced dirt accessible', 'replace displaced dirt']","dig a small hole, keep the displaced dirt accessible",0
3,0.5,"['acquire sapling', 'determine where to plant it', 'dig a small hole, keep the displaced dirt accessible']","['place sapling in hole, roots down', 'pack dirt around tree']","place sapling in hole, roots down",0
4,0.6666666666666666,"['acquire sapling', 'determine where to plant it', 'dig a small hole, keep the displaced dirt accessible', 'place sapling in hole, roots down']","['replace displaced dirt', 'acquire sapling']",replace displaced dirt,0
5,0.8333333333333334,"['acquire sapling', 'determine where to plant it', 'dig a small hole, keep the displaced dirt accessible', 'place sapling in hole, roots down', 'replace displaced dirt']","['determine where to plant it', 'pack dirt around tree']",pack dirt around tree,1
0,0.0,[],"['Purchase a tree', 'Take tree out of container']",Purchase a tree,0
1,0.16666666666666666,['Purchase a tree'],"['Dig a hole where you want the tree planted', 'Take tree out of container']",Dig a hole where you want the tree planted,0
2,0.3333333333333333,"['Purchase a tree', 'Dig a hole where you want the tree planted']","['Put some water in the hole', 'Cover the tree with the dirt you took out of the hole']",Put some water in the hole,0
3,0.5,"['Purchase a tree', 'Dig a hole where you want the tree planted', 'Put some water in the hole']","['Take tree out of container', 'Cover the tree with the dirt you took out of the hole']",Take tree out of container,0
4,0.6666666666666666,"['Purchase a tree', 'Dig a hole where you want the tree planted', 'Put some water in the hole', 'Take tree out of container']","['Dig a hole where you want the tree planted', 'Put in the ground']",Put in the ground,1
5,0.8333333333333334,"['Purchase a tree', 'Dig a hole where you want the tree planted', 'Put some water in the hole', 'Take tree out of container', 'Put in the ground']","['Cover the tree with the dirt you took out of the hole', 'Dig a hole where you want the tree planted']",Cover the tree with the dirt you took out of the hole,0
0,0.0,[],"['Go outside', 'Go outside']",Go outside,1
1,0.16666666666666666,['Go outside'],"['Find a suitable area', 'Use shovel to dig hole']",Find a suitable area,0
2,0.3333333333333333,"['Go outside', 'Find a suitable area']","['Refill hole with remaining dirt', 'Measure depth of required hole']",Measure depth of required hole,1
3,0.5,"['Go outside', 'Find a suitable area', 'Measure depth of required hole']","['Go outside', 'Use shovel to dig hole']",Use shovel to dig hole,1
4,0.6666666666666666,"['Go outside', 'Find a suitable area', 'Measure depth of required hole', 'Use shovel to dig hole']","['Place sapling into the hole', 'Go outside']",Place sapling into the hole,0
5,0.8333333333333334,"['Go outside', 'Find a suitable area', 'Measure depth of required hole', 'Use shovel to dig hole', 'Place sapling into the hole']","['Measure depth of required hole', 'Refill hole with remaining dirt']",Refill hole with remaining dirt,1
0,0.0,[],"['Find shovel', 'Find shovel']",Find shovel,0
1,0.16666666666666666,['Find shovel'],"['Put tree roots into hole', 'Dig hole']",Dig hole,1
2,0.3333333333333333,"['Find shovel', 'Dig hole']","['Fill hole so that only top of tree is above ground', 'Get tree']",Get tree,1
3,0.5,"['Find shovel', 'Dig hole', 'Get tree']","['Put tree roots into hole', 'Fill hole so that only top of tree is above ground']",Put tree roots into hole,0
4,0.6666666666666666,"['Find shovel', 'Dig hole', 'Get tree', 'Put tree roots into hole']","['Dig hole', 'Put loose dirt around roots']",Put loose dirt around roots,1
5,0.8333333333333334,"['Find shovel', 'Dig hole', 'Get tree', 'Put tree roots into hole', 'Put loose dirt around roots']","['Dig hole', 'Fill hole so that only top of tree is above ground']",Fill hole so that only top of tree is above ground,1
0,0.0,[],"['Get shovel and watering can', 'Acquire sapling']",Acquire sapling,1
1,0.16666666666666666,['Acquire sapling'],"['Dig hole', 'Get shovel and watering can']",Get shovel and watering can,1
2,0.3333333333333333,"['Acquire sapling', 'Get shovel and watering can']","['Fill watering can', 'Place sapling in hole']",Fill watering can,0
3,0.5,"['Acquire sapling', 'Get shovel and watering can', 'Fill watering can']","['Go outside', 'Acquire sapling']",Go outside,0
4,0.6666666666666666,"['Acquire sapling', 'Get shovel and watering can', 'Fill watering can', 'Go outside']","['Acquire sapling', 'Dig hole']",Dig hole,1
5,0.8333333333333334,"['Acquire sapling', 'Get shovel and watering can', 'Fill watering can', 'Go outside', 'Dig hole']","['Place sapling in hole', 'Fill watering can']",Place sapling in hole,0
0,0.0,[],"['Dig hole', 'Buy seeds']",Buy seeds,1
1,0.16666666666666666,['Buy seeds'],"['Water the seed', 'Go to garden']",Go to garden,1
2,0.3333333333333333,"['Buy seeds', 'Go to garden']","['Dig hole', 'Cover hole']",Dig hole,0
3,0.5,"['Buy seeds', 'Go to garden', 'Dig hole']","['Put seed in hole', 'Cover hole']",Put seed in hole,0
4,0.6666666666666666,"['Buy seeds', 'Go to garden', 'Dig hole', 'Put seed in hole']","['Buy seeds', 'Water the seed']",Water the seed,1
5,0.8333333333333334,"['Buy seeds', 'Go to garden', 'Dig hole', 'Put seed in hole', 'Water the seed']","['Cover hole', 'Dig hole']",Cover hole,0
0,0.0,[],"['Put a small amount of water in hole', 'Selecting the site to plant tree']",Selecting the site to plant tree,1
1,0.16666666666666666,['Selecting the site to plant tree'],"['Dig hole for tree', 'Put a small amount of water in hole']",Dig hole for tree,0
2,0.3333333333333333,"['Selecting the site to plant tree', 'Dig hole for tree']","['Cover hole with soil', 'Put a small amount of water in hole']",Put a small amount of water in hole,1
3,0.5,"['Selecting the site to plant tree', 'Dig hole for tree', 'Put a small amount of water in hole']","['Selecting the site to plant tree', 'Score roots to ensure good root growth']",Score roots to ensure good root growth,1
4,0.6666666666666666,"['Selecting the site to plant tree', 'Dig hole for tree', 'Put a small amount of water in hole', 'Score roots to ensure good root growth']","['Dig hole for tree', 'Place tree in hole']",Place tree in hole,1
5,0.8333333333333334,"['Selecting the site to plant tree', 'Dig hole for tree', 'Put a small amount of water in hole', 'Score roots to ensure good root growth', 'Place tree in hole']","['Selecting the site to plant tree', 'Cover hole with soil']",Cover hole with soil,1
0,0.0,[],"['get seeds', 'get seeds']",get seeds,1
1,0.2,['get seeds'],"['dig a hole', 'dig a hole']",dig a hole,1
2,0.4,"['get seeds', 'dig a hole']","['water the soil', 'insert some seeds']",insert some seeds,1
3,0.6,"['get seeds', 'dig a hole', 'insert some seeds']","['cover up hole', 'get seeds']",cover up hole,0
4,0.8,"['get seeds', 'dig a hole', 'insert some seeds', 'cover up hole']","['water the soil', 'dig a hole']",water the soil,0
0,0.0,[],"['Buy seeds', 'Place seed into hole']",Buy seeds,0
1,0.16666666666666666,['Buy seeds'],"['Dig a hole into the ground', 'Take some water']",Dig a hole into the ground,0
2,0.3333333333333333,"['Buy seeds', 'Dig a hole into the ground']","['Place seed into hole', 'Water the seed everyday']",Place seed into hole,0
3,0.5,"['Buy seeds', 'Dig a hole into the ground', 'Place seed into hole']","['Water the seed everyday', 'Cover hole back up']",Cover hole back up,1
4,0.6666666666666666,"['Buy seeds', 'Dig a hole into the ground', 'Place seed into hole', 'Cover hole back up']","['Take some water', 'Dig a hole into the ground']",Take some water,0
5,0.8333333333333334,"['Buy seeds', 'Dig a hole into the ground', 'Place seed into hole', 'Cover hole back up', 'Take some water']","['Water the seed everyday', 'Buy seeds']",Water the seed everyday,0
0,0.0,[],"['get shovel', 'start digging']",get shovel,0
1,0.16666666666666666,['get shovel'],"['cover back up with dirt', 'dig hole at least 5 inches bigger then the root ball of tree']",dig hole at least 5 inches bigger then the root ball of tree,1
2,0.3333333333333333,"['get shovel', 'dig hole at least 5 inches bigger then the root ball of tree']","['put tree in hole', 'start digging']",start digging,1
3,0.5,"['get shovel', 'dig hole at least 5 inches bigger then the root ball of tree', 'start digging']","['get shovel', 'put water and fertilizer in hole']",put water and fertilizer in hole,1
4,0.6666666666666666,"['get shovel', 'dig hole at least 5 inches bigger then the root ball of tree', 'start digging', 'put water and fertilizer in hole']","['dig hole at least 5 inches bigger then the root ball of tree', 'put tree in hole']",put tree in hole,1
5,0.8333333333333334,"['get shovel', 'dig hole at least 5 inches bigger then the root ball of tree', 'start digging', 'put water and fertilizer in hole', 'put tree in hole']","['cover back up with dirt', 'get shovel']",cover back up with dirt,0
0,0.0,[],"['Purchase seeds.', 'Dig hole for tree with shovel.']",Purchase seeds.,0
1,0.16666666666666666,['Purchase seeds.'],"['Get shovel and water ready.', 'Cover seeds over with soil.']",Get shovel and water ready.,0
2,0.3333333333333333,"['Purchase seeds.', 'Get shovel and water ready.']","['Go outside to find spot for tree.', 'Cover seeds over with soil.']",Go outside to find spot for tree.,0
3,0.5,"['Purchase seeds.', 'Get shovel and water ready.', 'Go outside to find spot for tree.']","['Dig hole for tree with shovel.', 'Purchase seeds.']",Dig hole for tree with shovel.,0
4,0.6666666666666666,"['Purchase seeds.', 'Get shovel and water ready.', 'Go outside to find spot for tree.', 'Dig hole for tree with shovel.']","['Place seeds in hole.', 'Get shovel and water ready.']",Place seeds in hole.,0
5,0.8333333333333334,"['Purchase seeds.', 'Get shovel and water ready.', 'Go outside to find spot for tree.', 'Dig hole for tree with shovel.', 'Place seeds in hole.']","['Cover seeds over with soil.', 'Get shovel and water ready.']",Cover seeds over with soil.,0
0,0.0,[],"['Place the tree in the hole', 'Get tree and shovel']",Get tree and shovel,1
1,0.16666666666666666,['Get tree and shovel'],"['Hold the tree upright while filling the hole back up', 'Dig an appropriate sized hole for the tree']",Dig an appropriate sized hole for the tree,1
2,0.3333333333333333,"['Get tree and shovel', 'Dig an appropriate sized hole for the tree']","['Place a stabilizing stick if need', 'Place the tree in the hole']",Place the tree in the hole,1
3,0.5,"['Get tree and shovel', 'Dig an appropriate sized hole for the tree', 'Place the tree in the hole']","['Hold the tree upright while filling the hole back up', 'Water the tree']",Hold the tree upright while filling the hole back up,0
4,0.6666666666666666,"['Get tree and shovel', 'Dig an appropriate sized hole for the tree', 'Place the tree in the hole', 'Hold the tree upright while filling the hole back up']","['Place a stabilizing stick if need', 'Get tree and shovel']",Place a stabilizing stick if need,0
5,0.8333333333333334,"['Get tree and shovel', 'Dig an appropriate sized hole for the tree', 'Place the tree in the hole', 'Hold the tree upright while filling the hole back up', 'Place a stabilizing stick if need']","['Water the tree', 'Dig an appropriate sized hole for the tree']",Water the tree,0
0,0.0,[],"['Buy tree seed', 'Place seed in hole']",Buy tree seed,0
1,0.2,['Buy tree seed'],"['Buy tree seed', 'Dig small hole in dirt']",Dig small hole in dirt,1
2,0.4,"['Buy tree seed', 'Dig small hole in dirt']","['Place seed in hole', 'Water seed every day']",Place seed in hole,0
3,0.6,"['Buy tree seed', 'Dig small hole in dirt', 'Place seed in hole']","['Cover hole', 'Buy tree seed']",Cover hole,0
4,0.8,"['Buy tree seed', 'Dig small hole in dirt', 'Place seed in hole', 'Cover hole']","['Water seed every day', 'Buy tree seed']",Water seed every day,0
0,0.0,[],"['Dig hole', 'Find place for tree']",Find place for tree,1
1,0.16666666666666666,['Find place for tree'],"['Water tree', 'Get shovel']",Get shovel,1
2,0.3333333333333333,"['Find place for tree', 'Get shovel']","['Dig hole', 'Fill hole with dirt']",Dig hole,0
3,0.5,"['Find place for tree', 'Get shovel', 'Dig hole']","['Water tree', 'Place tree in hole']",Place tree in hole,1
4,0.6666666666666666,"['Find place for tree', 'Get shovel', 'Dig hole', 'Place tree in hole']","['Fill hole with dirt', 'Find place for tree']",Fill hole with dirt,0
5,0.8333333333333334,"['Find place for tree', 'Get shovel', 'Dig hole', 'Place tree in hole', 'Fill hole with dirt']","['Water tree', 'Dig hole']",Water tree,0
0,0.0,[],"['get tree seed', 'get tree seed']",get tree seed,1
1,0.2,['get tree seed'],"['place seed in hole', 'dig a hole']",dig a hole,1
2,0.4,"['get tree seed', 'dig a hole']","['water and care for tree', 'place seed in hole']",place seed in hole,1
3,0.6,"['get tree seed', 'dig a hole', 'place seed in hole']","['cover hole with dirt', 'get tree seed']",cover hole with dirt,0
4,0.8,"['get tree seed', 'dig a hole', 'place seed in hole', 'cover hole with dirt']","['water and care for tree', 'dig a hole']",water and care for tree,0
0,0.0,[],"['get shovel', 'go to store']",go to store,1
1,0.16666666666666666,['go to store'],"['buy sapling', 'dig hole']",buy sapling,0
2,0.3333333333333333,"['go to store', 'buy sapling']","['go home', 'dig hole']",go home,0
3,0.5,"['go to store', 'buy sapling', 'go home']","['dig hole', 'get shovel']",get shovel,1
4,0.6666666666666666,"['go to store', 'buy sapling', 'go home', 'get shovel']","['select location', 'go to store']",select location,0
5,0.8333333333333334,"['go to store', 'buy sapling', 'go home', 'get shovel', 'select location']","['dig hole', 'buy sapling']",dig hole,0
0,0.0,[],"['Buy a tree.', 'Buy a tree.']",Buy a tree.,1
1,0.16666666666666666,['Buy a tree.'],"['Find the shovel.', 'Put it in the hole.']",Find the shovel.,0
2,0.3333333333333333,"['Buy a tree.', 'Find the shovel.']","['Cover the roots with dirt.', 'Dig a hole in the yard.']",Dig a hole in the yard.,1
3,0.5,"['Buy a tree.', 'Find the shovel.', 'Dig a hole in the yard.']","['Buy a tree.', 'Take the tree out of its container.']",Take the tree out of its container.,1
4,0.6666666666666666,"['Buy a tree.', 'Find the shovel.', 'Dig a hole in the yard.', 'Take the tree out of its container.']","['Find the shovel.', 'Put it in the hole.']",Put it in the hole.,1
5,0.8333333333333334,"['Buy a tree.', 'Find the shovel.', 'Dig a hole in the yard.', 'Take the tree out of its container.', 'Put it in the hole.']","['Buy a tree.', 'Cover the roots with dirt.']",Cover the roots with dirt.,1
0,0.0,[],"['Pick a spot in the yard for the tree.', 'Water the area daily.']",Pick a spot in the yard for the tree.,0
1,0.2,['Pick a spot in the yard for the tree.'],"['Pick a spot in the yard for the tree.', 'Buy or get a seed.']",Buy or get a seed.,1
2,0.4,"['Pick a spot in the yard for the tree.', 'Buy or get a seed.']","['As the tree grows, remove any weeds that may grow from the area.', 'Plant tree seed about 4 inches in the dirt.']",Plant tree seed about 4 inches in the dirt.,1
3,0.6,"['Pick a spot in the yard for the tree.', 'Buy or get a seed.', 'Plant tree seed about 4 inches in the dirt.']","['Pick a spot in the yard for the tree.', 'Water the area daily.']",Water the area daily.,1
4,0.8,"['Pick a spot in the yard for the tree.', 'Buy or get a seed.', 'Plant tree seed about 4 inches in the dirt.', 'Water the area daily.']","['As the tree grows, remove any weeds that may grow from the area.', 'Buy or get a seed.']","As the tree grows, remove any weeds that may grow from the area.",0
0,0.0,[],"['water seed', 'dig a small hole']",dig a small hole,1
1,0.2,['dig a small hole'],"['place seed in hole', 'place seed in hole']",place seed in hole,1
2,0.4,"['dig a small hole', 'place seed in hole']","['cover hole with dirt', 'keep watch to make sure it grows']",cover hole with dirt,0
3,0.6,"['dig a small hole', 'place seed in hole', 'cover hole with dirt']","['dig a small hole', 'water seed']",water seed,1
4,0.8,"['dig a small hole', 'place seed in hole', 'cover hole with dirt', 'water seed']","['keep watch to make sure it grows', 'place seed in hole']",keep watch to make sure it grows,0
0,0.0,[],"['pick a spot for the tree', 'pick a spot for the tree']",pick a spot for the tree,0
1,0.16666666666666666,['pick a spot for the tree'],"['put root ball into the hole', 'dig a hole']",dig a hole,1
2,0.3333333333333333,"['pick a spot for the tree', 'dig a hole']","['put root ball into the hole', 'water the tree']",put root ball into the hole,0
3,0.5,"['pick a spot for the tree', 'dig a hole', 'put root ball into the hole']","['fill in the rest of the hole with dirt', 'pick a spot for the tree']",fill in the rest of the hole with dirt,0
4,0.6666666666666666,"['pick a spot for the tree', 'dig a hole', 'put root ball into the hole', 'fill in the rest of the hole with dirt']","['remove left over dirt', 'pick a spot for the tree']",remove left over dirt,0
5,0.8333333333333334,"['pick a spot for the tree', 'dig a hole', 'put root ball into the hole', 'fill in the rest of the hole with dirt', 'remove left over dirt']","['water the tree', 'pick a spot for the tree']",water the tree,0
0,0.0,[],"['Buy seedling.', 'Dig hole.']",Buy seedling.,0
1,0.16666666666666666,['Buy seedling.'],"['Pick spot in yard.', 'Buy seedling.']",Pick spot in yard.,0
2,0.3333333333333333,"['Buy seedling.', 'Pick spot in yard.']","['Bury with dirt.', 'Get shovel.']",Get shovel.,1
3,0.5,"['Buy seedling.', 'Pick spot in yard.', 'Get shovel.']","['Buy seedling.', 'Dig hole.']",Dig hole.,1
4,0.6666666666666666,"['Buy seedling.', 'Pick spot in yard.', 'Get shovel.', 'Dig hole.']","['Place seedling in whole.', 'Buy seedling.']",Place seedling in whole.,0
5,0.8333333333333334,"['Buy seedling.', 'Pick spot in yard.', 'Get shovel.', 'Dig hole.', 'Place seedling in whole.']","['Get shovel.', 'Bury with dirt.']",Bury with dirt.,1
0,0.0,[],"['Dig a hole', 'Pick out the tree']",Pick out the tree,1
1,0.16666666666666666,['Pick out the tree'],"['Find the right spot', 'Find the right spot']",Find the right spot,0
2,0.3333333333333333,"['Pick out the tree', 'Find the right spot']","['Cover roots with dirt', 'Dig a hole']",Dig a hole,1
3,0.5,"['Pick out the tree', 'Find the right spot', 'Dig a hole']","['Cover roots with dirt', 'Unbind the roots']",Unbind the roots,1
4,0.6666666666666666,"['Pick out the tree', 'Find the right spot', 'Dig a hole', 'Unbind the roots']","['Place tree into hole', 'Pick out the tree']",Place tree into hole,0
5,0.8333333333333334,"['Pick out the tree', 'Find the right spot', 'Dig a hole', 'Unbind the roots', 'Place tree into hole']","['Cover roots with dirt', 'Find the right spot']",Cover roots with dirt,0
0,0.0,[],"['Find a spot for the tree', 'Place tree in it']",Find a spot for the tree,0
1,0.2,['Find a spot for the tree'],"['Dig a spot in the ground', 'Fill the hole with dirt']",Dig a spot in the ground,0
2,0.4,"['Find a spot for the tree', 'Dig a spot in the ground']","['Add water', 'Place tree in it']",Place tree in it,1
3,0.6,"['Find a spot for the tree', 'Dig a spot in the ground', 'Place tree in it']","['Find a spot for the tree', 'Fill the hole with dirt']",Fill the hole with dirt,1
4,0.8,"['Find a spot for the tree', 'Dig a spot in the ground', 'Place tree in it', 'Fill the hole with dirt']","['Find a spot for the tree', 'Add water']",Add water,1
0,0.0,[],"['Add compost', 'Dig hole']",Dig hole,1
1,0.16666666666666666,['Dig hole'],"['When hole is deep enough, put tree in hole', 'Add compost']","When hole is deep enough, put tree in hole",0
2,0.3333333333333333,"['Dig hole', 'When hole is deep enough, put tree in hole']","['Finish filling in hole', 'Make sure tree is upright']",Make sure tree is upright,1
3,0.5,"['Dig hole', 'When hole is deep enough, put tree in hole', 'Make sure tree is upright']","['Start filling in hole with dirt', 'Dig hole']",Start filling in hole with dirt,0
4,0.6666666666666666,"['Dig hole', 'When hole is deep enough, put tree in hole', 'Make sure tree is upright', 'Start filling in hole with dirt']","['Dig hole', 'Add compost']",Add compost,1
5,0.8333333333333334,"['Dig hole', 'When hole is deep enough, put tree in hole', 'Make sure tree is upright', 'Start filling in hole with dirt', 'Add compost']","['Finish filling in hole', 'When hole is deep enough, put tree in hole']",Finish filling in hole,0
0,0.0,[],"['find empty grass field', 'cover hole']",find empty grass field,0
1,0.16666666666666666,['find empty grass field'],"['dig a hole', 'find empty grass field']",dig a hole,0
2,0.3333333333333333,"['find empty grass field', 'dig a hole']","['visit tree', 'put a seed in the hole']",put a seed in the hole,1
3,0.5,"['find empty grass field', 'dig a hole', 'put a seed in the hole']","['cover hole', 'visit tree']",cover hole,0
4,0.6666666666666666,"['find empty grass field', 'dig a hole', 'put a seed in the hole', 'cover hole']","['wait 20 years', 'dig a hole']",wait 20 years,0
5,0.8333333333333334,"['find empty grass field', 'dig a hole', 'put a seed in the hole', 'cover hole', 'wait 20 years']","['put a seed in the hole', 'visit tree']",visit tree,1
0,0.0,[],"['Go outside', 'Get a shovel']",Go outside,0
1,0.16666666666666666,['Go outside'],"['Get a shovel', 'Cover the roots with dirt']",Get a shovel,0
2,0.3333333333333333,"['Go outside', 'Get a shovel']","['Water the tree', 'Dig a hole']",Dig a hole,1
3,0.5,"['Go outside', 'Get a shovel', 'Dig a hole']","['Put a nerd in it, I mean the tree', 'Water the tree']","Put a nerd in it, I mean the tree",0
4,0.6666666666666666,"['Go outside', 'Get a shovel', 'Dig a hole', 'Put a nerd in it, I mean the tree']","['Go outside', 'Cover the roots with dirt']",Cover the roots with dirt,1
5,0.8333333333333334,"['Go outside', 'Get a shovel', 'Dig a hole', 'Put a nerd in it, I mean the tree', 'Cover the roots with dirt']","['Go outside', 'Water the tree']",Water the tree,1
0,0.0,[],"['Get seeds', 'Water the top']",Get seeds,0
1,0.16666666666666666,['Get seeds'],"['Find a place to plant the tree', 'Dig up soil']",Find a place to plant the tree,0
2,0.3333333333333333,"['Get seeds', 'Find a place to plant the tree']","['Water the top', 'Dig up soil']",Dig up soil,1
3,0.5,"['Get seeds', 'Find a place to plant the tree', 'Dig up soil']","['Place seeds in hole', 'Get seeds']",Place seeds in hole,0
4,0.6666666666666666,"['Get seeds', 'Find a place to plant the tree', 'Dig up soil', 'Place seeds in hole']","['Find a place to plant the tree', 'Cover the hole']",Cover the hole,1
5,0.8333333333333334,"['Get seeds', 'Find a place to plant the tree', 'Dig up soil', 'Place seeds in hole', 'Cover the hole']","['Water the top', 'Get seeds']",Water the top,0
0,0.0,[],"['CHOOSE LOCATION FOR THE TREE', 'DIG UP THE SOIL WHERE THE TREE SHOULD GO']",CHOOSE LOCATION FOR THE TREE,0
1,0.2,['CHOOSE LOCATION FOR THE TREE'],"['PLANT THE TREE OR THE SEEDS', 'DIG UP THE SOIL WHERE THE TREE SHOULD GO']",DIG UP THE SOIL WHERE THE TREE SHOULD GO,1
2,0.4,"['CHOOSE LOCATION FOR THE TREE', 'DIG UP THE SOIL WHERE THE TREE SHOULD GO']","['PLANT THE TREE OR THE SEEDS', 'WATER THE PATCH OF LAND TO HELP IT GROW.']",PLANT THE TREE OR THE SEEDS,0
3,0.6,"['CHOOSE LOCATION FOR THE TREE', 'DIG UP THE SOIL WHERE THE TREE SHOULD GO', 'PLANT THE TREE OR THE SEEDS']","['CHOOSE LOCATION FOR THE TREE', 'COVER BACK OVER WITH SOIL']",COVER BACK OVER WITH SOIL,1
4,0.8,"['CHOOSE LOCATION FOR THE TREE', 'DIG UP THE SOIL WHERE THE TREE SHOULD GO', 'PLANT THE TREE OR THE SEEDS', 'COVER BACK OVER WITH SOIL']","['WATER THE PATCH OF LAND TO HELP IT GROW.', 'DIG UP THE SOIL WHERE THE TREE SHOULD GO']",WATER THE PATCH OF LAND TO HELP IT GROW.,0
0,0.0,[],"['Get your tree ready', 'Dig a hole in a reasonable area']",Dig a hole in a reasonable area,1
1,0.16666666666666666,['Dig a hole in a reasonable area'],"['cover hole up with dirt and pat it down', 'Get your tree ready']",Get your tree ready,1
2,0.3333333333333333,"['Dig a hole in a reasonable area', 'Get your tree ready']","['Insert tree root-first into the hole', 'wait for it to grow']",Insert tree root-first into the hole,0
3,0.5,"['Dig a hole in a reasonable area', 'Get your tree ready', 'Insert tree root-first into the hole']","['wait for it to grow', 'cover hole up with dirt and pat it down']",cover hole up with dirt and pat it down,1
4,0.6666666666666666,"['Dig a hole in a reasonable area', 'Get your tree ready', 'Insert tree root-first into the hole', 'cover hole up with dirt and pat it down']","['water plant', 'Get your tree ready']",water plant,0
5,0.8333333333333334,"['Dig a hole in a reasonable area', 'Get your tree ready', 'Insert tree root-first into the hole', 'cover hole up with dirt and pat it down', 'water plant']","['Dig a hole in a reasonable area', 'wait for it to grow']",wait for it to grow,1
0,0.0,[],"['Select a tree', 'Select a tree']",Select a tree,0
1,0.16666666666666666,['Select a tree'],"['Put tree in hole', 'Select a location']",Select a location,1
2,0.3333333333333333,"['Select a tree', 'Select a location']","['Dig a hole', 'Water tree']",Dig a hole,0
3,0.5,"['Select a tree', 'Select a location', 'Dig a hole']","['Water tree', 'Put tree in hole']",Put tree in hole,1
4,0.6666666666666666,"['Select a tree', 'Select a location', 'Dig a hole', 'Put tree in hole']","['Select a location', 'Cover hole']",Cover hole,1
5,0.8333333333333334,"['Select a tree', 'Select a location', 'Dig a hole', 'Put tree in hole', 'Cover hole']","['Select a location', 'Water tree']",Water tree,1
0,0.0,[],"['Buy a tree', 'Find a place to plant the tree']",Buy a tree,0
1,0.16666666666666666,['Buy a tree'],"['Dig the hole', 'Get a shovel']",Get a shovel,1
2,0.3333333333333333,"['Buy a tree', 'Get a shovel']","['Find a place to plant the tree', 'Sit the tree inside the whole']",Find a place to plant the tree,0
3,0.5,"['Buy a tree', 'Get a shovel', 'Find a place to plant the tree']","['Buy a tree', 'Dig the hole']",Dig the hole,1
4,0.6666666666666666,"['Buy a tree', 'Get a shovel', 'Find a place to plant the tree', 'Dig the hole']","['Sit the tree inside the whole', 'Buy a tree']",Sit the tree inside the whole,0
5,0.8333333333333334,"['Buy a tree', 'Get a shovel', 'Find a place to plant the tree', 'Dig the hole', 'Sit the tree inside the whole']","['Fill the hole with the shovel', 'Get a shovel']",Fill the hole with the shovel,0
0,0.0,[],"['cover up hole with soil', 'buy mature tree at nursery']",buy mature tree at nursery,1
1,0.16666666666666666,['buy mature tree at nursery'],"['have tree delivered to house', 'cover up hole with soil']",have tree delivered to house,0
2,0.3333333333333333,"['buy mature tree at nursery', 'have tree delivered to house']","['place root of tree in hole', 'choose location of where tree will be planted']",choose location of where tree will be planted,1
3,0.5,"['buy mature tree at nursery', 'have tree delivered to house', 'choose location of where tree will be planted']","['cover up hole with soil', 'dig hole at location']",dig hole at location,1
4,0.6666666666666666,"['buy mature tree at nursery', 'have tree delivered to house', 'choose location of where tree will be planted', 'dig hole at location']","['place root of tree in hole', 'have tree delivered to house']",place root of tree in hole,0
5,0.8333333333333334,"['buy mature tree at nursery', 'have tree delivered to house', 'choose location of where tree will be planted', 'dig hole at location', 'place root of tree in hole']","['cover up hole with soil', 'choose location of where tree will be planted']",cover up hole with soil,0
0,0.0,[],"['Water tree', 'Get shovel']",Get shovel,1
1,0.16666666666666666,['Get shovel'],"['Dig hole in the ground', 'Put dirt back in hole around tree roots']",Dig hole in the ground,0
2,0.3333333333333333,"['Get shovel', 'Dig hole in the ground']","['Water tree', 'Get suitable tree for planting']",Get suitable tree for planting,1
3,0.5,"['Get shovel', 'Dig hole in the ground', 'Get suitable tree for planting']","['Place tree in hole securely', 'Get shovel']",Place tree in hole securely,0
4,0.6666666666666666,"['Get shovel', 'Dig hole in the ground', 'Get suitable tree for planting', 'Place tree in hole securely']","['Get shovel', 'Put dirt back in hole around tree roots']",Put dirt back in hole around tree roots,1
