task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
4,0.4,"['Pull into gas station.', 'Get out of car.', 'Take cap off of fuel tank.', 'Take nozzle out of fuel pump.']","['Leave gas station.', 'Choose type of gas.']",Choose type of gas.,1
5,0.5,"['Pull into gas station.', 'Get out of car.', 'Take cap off of fuel tank.', 'Take nozzle out of fuel pump.', 'Choose type of gas.']","['Put pump into fuel tank.', 'Take cap off of fuel tank.']",Put pump into fuel tank.,0
6,0.6,"['Pull into gas station.', 'Get out of car.', 'Take cap off of fuel tank.', 'Take nozzle out of fuel pump.', 'Choose type of gas.', 'Put pump into fuel tank.']","['Push lever down until tank is full.', 'Take nozzle out of fuel pump.']",Push lever down until tank is full.,0
7,0.7,"['Pull into gas station.', 'Get out of car.', 'Take cap off of fuel tank.', 'Take nozzle out of fuel pump.', 'Choose type of gas.', 'Put pump into fuel tank.', 'Push lever down until tank is full.']","['Run credit card through machine to pay for gas.', 'Pull into gas station.']",Run credit card through machine to pay for gas.,0
8,0.8,"['Pull into gas station.', 'Get out of car.', 'Take cap off of fuel tank.', 'Take nozzle out of fuel pump.', 'Choose type of gas.', 'Put pump into fuel tank.', 'Push lever down until tank is full.', 'Run credit card through machine to pay for gas.']","['Put cap back on fuel tank.', 'Pull into gas station.']",Put cap back on fuel tank.,0
9,0.9,"['Pull into gas station.', 'Get out of car.', 'Take cap off of fuel tank.', 'Take nozzle out of fuel pump.', 'Choose type of gas.', 'Put pump into fuel tank.', 'Push lever down until tank is full.', 'Run credit card through machine to pay for gas.', 'Put cap back on fuel tank.']","['Leave gas station.', 'Take cap off of fuel tank.']",Leave gas station.,0
0,0.0,[],"['Leave gas station.', 'Find a gas station.']",Find a gas station.,1
1,0.14285714285714285,['Find a gas station.'],"['Pull up to the gas pump.', 'Find a gas station.']",Pull up to the gas pump.,0
2,0.2857142857142857,"['Find a gas station.', 'Pull up to the gas pump.']","['Pay by credit card at pump or go inside to pay before pumping.', 'Get receipt.']",Pay by credit card at pump or go inside to pay before pumping.,0
3,0.42857142857142855,"['Find a gas station.', 'Pull up to the gas pump.', 'Pay by credit card at pump or go inside to pay before pumping.']","['Close gas tank door.', 'Pump gas.']",Pump gas.,1
4,0.5714285714285714,"['Find a gas station.', 'Pull up to the gas pump.', 'Pay by credit card at pump or go inside to pay before pumping.', 'Pump gas.']","['Get receipt.', 'Find a gas station.']",Get receipt.,0
5,0.7142857142857143,"['Find a gas station.', 'Pull up to the gas pump.', 'Pay by credit card at pump or go inside to pay before pumping.', 'Pump gas.', 'Get receipt.']","['Pay by credit card at pump or go inside to pay before pumping.', 'Close gas tank door.']",Close gas tank door.,1
6,0.8571428571428571,"['Find a gas station.', 'Pull up to the gas pump.', 'Pay by credit card at pump or go inside to pay before pumping.', 'Pump gas.', 'Get receipt.', 'Close gas tank door.']","['Pull up to the gas pump.', 'Leave gas station.']",Leave gas station.,1
0,0.0,[],"['Drive to gas station', 'Start car']",Drive to gas station,0
1,0.07142857142857142,['Drive to gas station'],"['Turn car off', 'Stop at gas pump']",Stop at gas pump,1
2,0.14285714285714285,"['Drive to gas station', 'Stop at gas pump']","['Turn car off', 'Open gas cap']",Turn car off,0
3,0.21428571428571427,"['Drive to gas station', 'Stop at gas pump', 'Turn car off']","['Replace gas cap', 'Get out of car']",Get out of car,1
4,0.2857142857142857,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car']","['Pay for gas at the pump with credit card or debit card', 'Start car']",Pay for gas at the pump with credit card or debit card,0
5,0.35714285714285715,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card']","['Turn car off', 'Open gas cap']",Open gas cap,1
6,0.42857142857142855,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap']","['Place end of fuel nozzle into gas tank', 'Get out of car']",Place end of fuel nozzle into gas tank,0
7,0.5,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap', 'Place end of fuel nozzle into gas tank']","['Start car', 'Squeeze handle until it stops']",Squeeze handle until it stops,1
8,0.5714285714285714,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap', 'Place end of fuel nozzle into gas tank', 'Squeeze handle until it stops']","['Stop at gas pump', 'Replace fuel nozzle']",Replace fuel nozzle,1
9,0.6428571428571429,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap', 'Place end of fuel nozzle into gas tank', 'Squeeze handle until it stops', 'Replace fuel nozzle']","['Place end of fuel nozzle into gas tank', 'Replace gas cap']",Replace gas cap,1
10,0.7142857142857143,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap', 'Place end of fuel nozzle into gas tank', 'Squeeze handle until it stops', 'Replace fuel nozzle', 'Replace gas cap']","['Take receipt', 'Open gas cap']",Take receipt,0
11,0.7857142857142857,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap', 'Place end of fuel nozzle into gas tank', 'Squeeze handle until it stops', 'Replace fuel nozzle', 'Replace gas cap', 'Take receipt']","['Get in car', 'Leave gas station']",Get in car,0
12,0.8571428571428571,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap', 'Place end of fuel nozzle into gas tank', 'Squeeze handle until it stops', 'Replace fuel nozzle', 'Replace gas cap', 'Take receipt', 'Get in car']","['Turn car off', 'Start car']",Start car,1
13,0.9285714285714286,"['Drive to gas station', 'Stop at gas pump', 'Turn car off', 'Get out of car', 'Pay for gas at the pump with credit card or debit card', 'Open gas cap', 'Place end of fuel nozzle into gas tank', 'Squeeze handle until it stops', 'Replace fuel nozzle', 'Replace gas cap', 'Take receipt', 'Get in car', 'Start car']","['Squeeze handle until it stops', 'Leave gas station']",Leave gas station,1
0,0.0,[],"['Select gas option', 'Park at pump']",Park at pump,1
1,0.08333333333333333,['Park at pump'],"['Open gas cap', 'Open gas cap']",Open gas cap,1
2,0.16666666666666666,"['Park at pump', 'Open gas cap']","['Select gas option', 'Put gas cap on and close door of gas']",Select gas option,0
3,0.25,"['Park at pump', 'Open gas cap', 'Select gas option']","['Park at pump', 'Select pay inside/pay at pump']",Select pay inside/pay at pump,1
4,0.3333333333333333,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump']","['Remove handle', 'Park at pump']",Remove handle,0
5,0.4166666666666667,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump', 'Remove handle']","['Put gas cap on and close door of gas', 'Put handle in gas area']",Put handle in gas area,1
6,0.5,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump', 'Remove handle', 'Put handle in gas area']","['Push handle', 'Put gas cap on and close door of gas']",Push handle,0
7,0.5833333333333334,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump', 'Remove handle', 'Put handle in gas area', 'Push handle']","['Pump until gas stops or at price you want', 'Open gas cap']",Pump until gas stops or at price you want,0
8,0.6666666666666666,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump', 'Remove handle', 'Put handle in gas area', 'Push handle', 'Pump until gas stops or at price you want']","['Select gas option', 'Remove handle']",Remove handle,1
9,0.75,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump', 'Remove handle', 'Put handle in gas area', 'Push handle', 'Pump until gas stops or at price you want', 'Remove handle']","['Remove handle', 'Place back in holder']",Place back in holder,1
10,0.8333333333333334,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump', 'Remove handle', 'Put handle in gas area', 'Push handle', 'Pump until gas stops or at price you want', 'Remove handle', 'Place back in holder']","['Put gas cap on and close door of gas', 'Open gas cap']",Put gas cap on and close door of gas,0
11,0.9166666666666666,"['Park at pump', 'Open gas cap', 'Select gas option', 'Select pay inside/pay at pump', 'Remove handle', 'Put handle in gas area', 'Push handle', 'Pump until gas stops or at price you want', 'Remove handle', 'Place back in holder', 'Put gas cap on and close door of gas']","['Pay inside or get receipt', 'Select gas option']",Pay inside or get receipt,0
0,0.0,[],"['Drive to gas station', 'Insert gas pump into car']",Drive to gas station,0
1,0.14285714285714285,['Drive to gas station'],"['Park car next to gas pump', 'Park car next to gas pump']",Park car next to gas pump,0
2,0.2857142857142857,"['Drive to gas station', 'Park car next to gas pump']","['Turn off car', 'Insert gas pump into car']",Turn off car,0
3,0.42857142857142855,"['Drive to gas station', 'Park car next to gas pump', 'Turn off car']","['Open gas cap lid', 'Drive to gas station']",Open gas cap lid,0
4,0.5714285714285714,"['Drive to gas station', 'Park car next to gas pump', 'Turn off car', 'Open gas cap lid']","['Insert credit card into pump station', 'Insert gas pump into car']",Insert credit card into pump station,0
5,0.7142857142857143,"['Drive to gas station', 'Park car next to gas pump', 'Turn off car', 'Open gas cap lid', 'Insert credit card into pump station']","['Choose correct gas grade', 'Drive to gas station']",Choose correct gas grade,0
6,0.8571428571428571,"['Drive to gas station', 'Park car next to gas pump', 'Turn off car', 'Open gas cap lid', 'Insert credit card into pump station', 'Choose correct gas grade']","['Park car next to gas pump', 'Insert gas pump into car']",Insert gas pump into car,1
0,0.0,[],"['Pump gas until you have pumped the amount you paid for.', 'Drive car to gas station.']",Drive car to gas station.,1
1,0.08333333333333333,['Drive car to gas station.'],"['Park the car with the gas pump close to the gas cap.', 'Park the car with the gas pump close to the gas cap.']",Park the car with the gas pump close to the gas cap.,0
2,0.16666666666666666,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.']","['Go inside and pay the cashier desired amount.', 'Open the pump door gas cap on side of car.']",Go inside and pay the cashier desired amount.,0
3,0.25,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.']","['Put the pump in the hole.', 'Go back to car.']",Go back to car.,1
4,0.3333333333333333,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.']","['Open the pump door gas cap on side of car.', 'Close the gas cap and pump door.']",Open the pump door gas cap on side of car.,0
5,0.4166666666666667,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.', 'Open the pump door gas cap on side of car.']","['Put the pump in the hole.', 'Drive away.']",Put the pump in the hole.,0
6,0.5,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.', 'Open the pump door gas cap on side of car.', 'Put the pump in the hole.']","['Pump gas until you have pumped the amount you paid for.', 'Go inside and pay the cashier desired amount.']",Pump gas until you have pumped the amount you paid for.,0
7,0.5833333333333334,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.', 'Open the pump door gas cap on side of car.', 'Put the pump in the hole.', 'Pump gas until you have pumped the amount you paid for.']","['Remove the pump from the car.', 'Drive away.']",Remove the pump from the car.,0
8,0.6666666666666666,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.', 'Open the pump door gas cap on side of car.', 'Put the pump in the hole.', 'Pump gas until you have pumped the amount you paid for.', 'Remove the pump from the car.']","['Go back to car.', 'Place pump back on the holder.']",Place pump back on the holder.,1
9,0.75,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.', 'Open the pump door gas cap on side of car.', 'Put the pump in the hole.', 'Pump gas until you have pumped the amount you paid for.', 'Remove the pump from the car.', 'Place pump back on the holder.']","['Close the gas cap and pump door.', 'Go inside and pay the cashier desired amount.']",Close the gas cap and pump door.,0
10,0.8333333333333334,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.', 'Open the pump door gas cap on side of car.', 'Put the pump in the hole.', 'Pump gas until you have pumped the amount you paid for.', 'Remove the pump from the car.', 'Place pump back on the holder.', 'Close the gas cap and pump door.']","['Park the car with the gas pump close to the gas cap.', 'Get back in car.']",Get back in car.,1
11,0.9166666666666666,"['Drive car to gas station.', 'Park the car with the gas pump close to the gas cap.', 'Go inside and pay the cashier desired amount.', 'Go back to car.', 'Open the pump door gas cap on side of car.', 'Put the pump in the hole.', 'Pump gas until you have pumped the amount you paid for.', 'Remove the pump from the car.', 'Place pump back on the holder.', 'Close the gas cap and pump door.', 'Get back in car.']","['Drive car to gas station.', 'Drive away.']",Drive away.,1
0,0.0,[],"['Drive a car to the gas station.', 'Take off the oil nozzle.']",Drive a car to the gas station.,0
1,0.1111111111111111,['Drive a car to the gas station.'],"['Put the credit card in.', 'Put the nozzle into the car.']",Put the credit card in.,0
2,0.2222222222222222,"['Drive a car to the gas station.', 'Put the credit card in.']","['Take off the oil nozzle.', 'Take the receipt.']",Take off the oil nozzle.,0
3,0.3333333333333333,"['Drive a car to the gas station.', 'Put the credit card in.', 'Take off the oil nozzle.']","['Put the nozzle into the car.', 'Take the receipt.']",Put the nozzle into the car.,0
4,0.4444444444444444,"['Drive a car to the gas station.', 'Put the credit card in.', 'Take off the oil nozzle.', 'Put the nozzle into the car.']","['Put the credit card in.', 'Wait till it stops.']",Wait till it stops.,1
5,0.5555555555555556,"['Drive a car to the gas station.', 'Put the credit card in.', 'Take off the oil nozzle.', 'Put the nozzle into the car.', 'Wait till it stops.']","['Take the nozzle off.', 'Drive away.']",Take the nozzle off.,0
6,0.6666666666666666,"['Drive a car to the gas station.', 'Put the credit card in.', 'Take off the oil nozzle.', 'Put the nozzle into the car.', 'Wait till it stops.', 'Take the nozzle off.']","['Put the nozzle back.', 'Put the credit card in.']",Put the nozzle back.,0
7,0.7777777777777778,"['Drive a car to the gas station.', 'Put the credit card in.', 'Take off the oil nozzle.', 'Put the nozzle into the car.', 'Wait till it stops.', 'Take the nozzle off.', 'Put the nozzle back.']","['Take the receipt.', 'Put the nozzle into the car.']",Take the receipt.,0
8,0.8888888888888888,"['Drive a car to the gas station.', 'Put the credit card in.', 'Take off the oil nozzle.', 'Put the nozzle into the car.', 'Wait till it stops.', 'Take the nozzle off.', 'Put the nozzle back.', 'Take the receipt.']","['Drive a car to the gas station.', 'Drive away.']",Drive away.,1
0,0.0,[],"['close fuel door', 'park car carefully next to fuel pump']",park car carefully next to fuel pump,1
1,0.09090909090909091,['park car carefully next to fuel pump'],"['open fuel door', ""answer if you'd like receipt""]",open fuel door,0
2,0.18181818181818182,"['park car carefully next to fuel pump', 'open fuel door']","['remove pump nozzle from car, returning it to pump machine', 'remove fuel cap']",remove fuel cap,1
3,0.2727272727272727,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap']","['insert credit/debit card into pump machine', 'close fuel door']",insert credit/debit card into pump machine,0
4,0.36363636363636365,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap', 'insert credit/debit card into pump machine']","['remove pump nozzle from car, returning it to pump machine', 'select appropriate options including fuel octane rating']",select appropriate options including fuel octane rating,1
5,0.45454545454545453,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap', 'insert credit/debit card into pump machine', 'select appropriate options including fuel octane rating']","[""answer if you'd like receipt"", ""remove pump nozzle from pump machine and place in car's fuel tank""]",remove pump nozzle from pump machine and place in car's fuel tank,1
6,0.5454545454545454,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap', 'insert credit/debit card into pump machine', 'select appropriate options including fuel octane rating', ""remove pump nozzle from pump machine and place in car's fuel tank""]","['close fuel door', 'squeeze pump nozzle until it clicks off']",squeeze pump nozzle until it clicks off,1
7,0.6363636363636364,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap', 'insert credit/debit card into pump machine', 'select appropriate options including fuel octane rating', ""remove pump nozzle from pump machine and place in car's fuel tank"", 'squeeze pump nozzle until it clicks off']","['remove pump nozzle from car, returning it to pump machine', 'select appropriate options including fuel octane rating']","remove pump nozzle from car, returning it to pump machine",0
8,0.7272727272727273,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap', 'insert credit/debit card into pump machine', 'select appropriate options including fuel octane rating', ""remove pump nozzle from pump machine and place in car's fuel tank"", 'squeeze pump nozzle until it clicks off', 'remove pump nozzle from car, returning it to pump machine']","['replace fuel cap', 'remove fuel cap']",replace fuel cap,0
9,0.8181818181818182,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap', 'insert credit/debit card into pump machine', 'select appropriate options including fuel octane rating', ""remove pump nozzle from pump machine and place in car's fuel tank"", 'squeeze pump nozzle until it clicks off', 'remove pump nozzle from car, returning it to pump machine', 'replace fuel cap']","['close fuel door', 'squeeze pump nozzle until it clicks off']",close fuel door,0
10,0.9090909090909091,"['park car carefully next to fuel pump', 'open fuel door', 'remove fuel cap', 'insert credit/debit card into pump machine', 'select appropriate options including fuel octane rating', ""remove pump nozzle from pump machine and place in car's fuel tank"", 'squeeze pump nozzle until it clicks off', 'remove pump nozzle from car, returning it to pump machine', 'replace fuel cap', 'close fuel door']","['remove fuel cap', ""answer if you'd like receipt""]",answer if you'd like receipt,1
0,0.0,[],"['Check gas gauge.', 'Activate pump.']",Check gas gauge.,0
1,0.09090909090909091,['Check gas gauge.'],"['Check gas gauge.', 'If low then go to gas station.']",If low then go to gas station.,1
2,0.18181818181818182,"['Check gas gauge.', 'If low then go to gas station.']","['Park in front of pump.', 'Get receipt.']",Park in front of pump.,0
3,0.2727272727272727,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.']","['Get receipt.', 'Turn off car.']",Turn off car.,1
4,0.36363636363636365,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.', 'Turn off car.']","['Prepay at pump or in store.', 'Drive away.']",Prepay at pump or in store.,0
5,0.45454545454545453,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.', 'Turn off car.', 'Prepay at pump or in store.']","['Check gas gauge.', 'Open gas tank door on car.']",Open gas tank door on car.,1
6,0.5454545454545454,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.', 'Turn off car.', 'Prepay at pump or in store.', 'Open gas tank door on car.']","['Activate pump.', 'Turn off car.']",Activate pump.,0
7,0.6363636363636364,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.', 'Turn off car.', 'Prepay at pump or in store.', 'Open gas tank door on car.', 'Activate pump.']","['Check gas gauge.', 'Fill car until full.']",Fill car until full.,1
8,0.7272727272727273,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.', 'Turn off car.', 'Prepay at pump or in store.', 'Open gas tank door on car.', 'Activate pump.', 'Fill car until full.']","['Check gas gauge.', 'Replace pump nozzle.']",Replace pump nozzle.,1
9,0.8181818181818182,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.', 'Turn off car.', 'Prepay at pump or in store.', 'Open gas tank door on car.', 'Activate pump.', 'Fill car until full.', 'Replace pump nozzle.']","['Get receipt.', 'Park in front of pump.']",Get receipt.,0
10,0.9090909090909091,"['Check gas gauge.', 'If low then go to gas station.', 'Park in front of pump.', 'Turn off car.', 'Prepay at pump or in store.', 'Open gas tank door on car.', 'Activate pump.', 'Fill car until full.', 'Replace pump nozzle.', 'Get receipt.']","['If low then go to gas station.', 'Drive away.']",Drive away.,1
0,0.0,[],"['Open gas door on car', 'Drive to a gas station']",Drive to a gas station,1
1,0.125,['Drive to a gas station'],"['Turn off car and get out', 'Lift handle from pump and put gas in car']",Turn off car and get out,0
2,0.25,"['Drive to a gas station', 'Turn off car and get out']","['Get receipt', 'Put payment in the gas pump']",Put payment in the gas pump,1
3,0.375,"['Drive to a gas station', 'Turn off car and get out', 'Put payment in the gas pump']","['Open gas door on car', 'Get receipt']",Open gas door on car,0
4,0.5,"['Drive to a gas station', 'Turn off car and get out', 'Put payment in the gas pump', 'Open gas door on car']","['Lift handle from pump and put gas in car', 'Drive to a gas station']",Lift handle from pump and put gas in car,0
5,0.625,"['Drive to a gas station', 'Turn off car and get out', 'Put payment in the gas pump', 'Open gas door on car', 'Lift handle from pump and put gas in car']","['Return handle to the pump', 'Put payment in the gas pump']",Return handle to the pump,0
6,0.75,"['Drive to a gas station', 'Turn off car and get out', 'Put payment in the gas pump', 'Open gas door on car', 'Lift handle from pump and put gas in car', 'Return handle to the pump']","['Close gas door on the car', 'Turn off car and get out']",Close gas door on the car,0
7,0.875,"['Drive to a gas station', 'Turn off car and get out', 'Put payment in the gas pump', 'Open gas door on car', 'Lift handle from pump and put gas in car', 'Return handle to the pump', 'Close gas door on the car']","['Turn off car and get out', 'Get receipt']",Get receipt,1
0,0.0,[],"['Pull into gas station', 'Replace nozzle']",Pull into gas station,0
1,0.07692307692307693,['Pull into gas station'],"['Get back into car', 'Turn off car']",Turn off car,1
2,0.15384615384615385,"['Pull into gas station', 'Turn off car']","['Wait for gas tank to fill', 'Pull lever to open gas tank']",Pull lever to open gas tank,1
3,0.23076923076923078,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank']","['Get out of car', 'Wait for gas tank to fill']",Get out of car,0
4,0.3076923076923077,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car']","['Input payment information', 'Turn off car']",Input payment information,0
5,0.38461538461538464,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information']","['Turn off car', 'Choose type of fuel']",Choose type of fuel,1
6,0.46153846153846156,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information', 'Choose type of fuel']","['Insert nozzle into gas tank', 'Get out of car']",Insert nozzle into gas tank,0
7,0.5384615384615384,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information', 'Choose type of fuel', 'Insert nozzle into gas tank']","['Begin fueling', 'Get back into car']",Begin fueling,0
8,0.6153846153846154,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information', 'Choose type of fuel', 'Insert nozzle into gas tank', 'Begin fueling']","['Get receipt', 'Wait for gas tank to fill']",Wait for gas tank to fill,1
9,0.6923076923076923,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information', 'Choose type of fuel', 'Insert nozzle into gas tank', 'Begin fueling', 'Wait for gas tank to fill']","['Replace nozzle', 'Pull lever to open gas tank']",Replace nozzle,0
10,0.7692307692307693,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information', 'Choose type of fuel', 'Insert nozzle into gas tank', 'Begin fueling', 'Wait for gas tank to fill', 'Replace nozzle']","['Insert nozzle into gas tank', 'Get receipt']",Get receipt,1
11,0.8461538461538461,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information', 'Choose type of fuel', 'Insert nozzle into gas tank', 'Begin fueling', 'Wait for gas tank to fill', 'Replace nozzle', 'Get receipt']","['Begin fueling', 'Get back into car']",Get back into car,1
12,0.9230769230769231,"['Pull into gas station', 'Turn off car', 'Pull lever to open gas tank', 'Get out of car', 'Input payment information', 'Choose type of fuel', 'Insert nozzle into gas tank', 'Begin fueling', 'Wait for gas tank to fill', 'Replace nozzle', 'Get receipt', 'Get back into car']","['Leave gas station', 'Replace nozzle']",Leave gas station,0
0,0.0,[],"['Pull into gas station.', 'Choose fuel type.']",Pull into gas station.,0
1,0.16666666666666666,['Pull into gas station.'],"['Choose fuel type.', 'Unscrew tank cap.']",Unscrew tank cap.,1
2,0.3333333333333333,"['Pull into gas station.', 'Unscrew tank cap.']","['Swipe credit card.', 'Place nozzle in tank opening.']",Swipe credit card.,0
3,0.5,"['Pull into gas station.', 'Unscrew tank cap.', 'Swipe credit card.']","['Place nozzle in tank opening.', 'Choose fuel type.']",Choose fuel type.,1
4,0.6666666666666666,"['Pull into gas station.', 'Unscrew tank cap.', 'Swipe credit card.', 'Choose fuel type.']","['Unscrew tank cap.', 'Unhang fuel nozzle.']",Unhang fuel nozzle.,1
5,0.8333333333333334,"['Pull into gas station.', 'Unscrew tank cap.', 'Swipe credit card.', 'Choose fuel type.', 'Unhang fuel nozzle.']","['Pull into gas station.', 'Place nozzle in tank opening.']",Place nozzle in tank opening.,1
0,0.0,[],"['Turn the car on', 'Get my keys']",Get my keys,1
1,0.1111111111111111,['Get my keys'],"['Go to the car', 'Pump gas']",Go to the car,0
2,0.2222222222222222,"['Get my keys', 'Go to the car']","['Turn the car on', 'Pay for gas']",Turn the car on,0
3,0.3333333333333333,"['Get my keys', 'Go to the car', 'Turn the car on']","['Leave', 'Drive to the gas station']",Drive to the gas station,1
4,0.4444444444444444,"['Get my keys', 'Go to the car', 'Turn the car on', 'Drive to the gas station']","['Pump gas', 'Get out of the car']",Get out of the car,1
5,0.5555555555555556,"['Get my keys', 'Go to the car', 'Turn the car on', 'Drive to the gas station', 'Get out of the car']","['Pay for gas', 'Turn the car on']",Pay for gas,0
6,0.6666666666666666,"['Get my keys', 'Go to the car', 'Turn the car on', 'Drive to the gas station', 'Get out of the car', 'Pay for gas']","['Pump gas', 'Get my keys']",Pump gas,0
7,0.7777777777777778,"['Get my keys', 'Go to the car', 'Turn the car on', 'Drive to the gas station', 'Get out of the car', 'Pay for gas', 'Pump gas']","['Turn the car on', 'Get back in']",Get back in,1
8,0.8888888888888888,"['Get my keys', 'Go to the car', 'Turn the car on', 'Drive to the gas station', 'Get out of the car', 'Pay for gas', 'Pump gas', 'Get back in']","['Get my keys', 'Leave']",Leave,1
0,0.0,[],"['Drive to gas station.', 'Drive to gas station.']",Drive to gas station.,0
1,0.125,['Drive to gas station.'],"['Take off gas cap', 'When full, release trigger.']",Take off gas cap,0
2,0.25,"['Drive to gas station.', 'Take off gas cap']","['Pull trigger.', 'Select grade of gas']",Select grade of gas,1
3,0.375,"['Drive to gas station.', 'Take off gas cap', 'Select grade of gas']","['Put nozzle in tank.', 'Drive to gas station.']",Put nozzle in tank.,0
4,0.5,"['Drive to gas station.', 'Take off gas cap', 'Select grade of gas', 'Put nozzle in tank.']","['Pull trigger.', 'Take off gas cap']",Pull trigger.,0
5,0.625,"['Drive to gas station.', 'Take off gas cap', 'Select grade of gas', 'Put nozzle in tank.', 'Pull trigger.']","['Drive to gas station.', 'When full, release trigger.']","When full, release trigger.",1
6,0.75,"['Drive to gas station.', 'Take off gas cap', 'Select grade of gas', 'Put nozzle in tank.', 'Pull trigger.', 'When full, release trigger.']","['Replace gas cap.', 'Select grade of gas']",Replace gas cap.,0
7,0.875,"['Drive to gas station.', 'Take off gas cap', 'Select grade of gas', 'Put nozzle in tank.', 'Pull trigger.', 'When full, release trigger.', 'Replace gas cap.']","['Select grade of gas', 'Pay for gas.']",Pay for gas.,1
0,0.0,[],"['Pull into gas station', 'Pull into gas station']",Pull into gas station,1
1,0.08333333333333333,['Pull into gas station'],"['Pick pump and pull up', 'Screw tank cap back on']",Pick pump and pull up,0
2,0.16666666666666666,"['Pull into gas station', 'Pick pump and pull up']","['Hit gas tank cover release button', 'Close tank cap cover']",Hit gas tank cover release button,0
3,0.25,"['Pull into gas station', 'Pick pump and pull up', 'Hit gas tank cover release button']","['Get in car', 'Swipe card at pump to pay']",Swipe card at pump to pay,1
