task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
5,0.8333333333333334,"['Take appropriate batteries to change the old battery in an alarm clock.', 'Open the box where the batteries are fixed.', 'Take away old batteries and replace with new ones.', 'Close the cover and reset the clock to current timing.', 'Stick a small sticker in side mentioning the date of changed for future use.']","['Hang or stand erect the clock.', 'Take appropriate batteries to change the old battery in an alarm clock.']",Hang or stand erect the clock.,0
0,0.0,[],"['place new batteries into clock', 'Get batteries from drawer']",Get batteries from drawer,1
1,0.16666666666666666,['Get batteries from drawer'],"['close drawer', 'remove battery cover from alarm clock']",close drawer,0
2,0.3333333333333333,"['Get batteries from drawer', 'close drawer']","['remove old batteries', 'remove batteries from package']",remove batteries from package,1
3,0.5,"['Get batteries from drawer', 'close drawer', 'remove batteries from package']","['remove battery cover from alarm clock', 'Get batteries from drawer']",remove battery cover from alarm clock,0
4,0.6666666666666666,"['Get batteries from drawer', 'close drawer', 'remove batteries from package', 'remove battery cover from alarm clock']","['remove old batteries', 'close drawer']",remove old batteries,0
5,0.8333333333333334,"['Get batteries from drawer', 'close drawer', 'remove batteries from package', 'remove battery cover from alarm clock', 'remove old batteries']","['place new batteries into clock', 'close drawer']",place new batteries into clock,0
0,0.0,[],"['Open the battery cover in the back panel', 'Buy and bring home new batteries from store']",Buy and bring home new batteries from store,1
1,0.16666666666666666,['Buy and bring home new batteries from store'],"['Buy and bring home new batteries from store', 'Take the alarm clock']",Take the alarm clock,1
2,0.3333333333333333,"['Buy and bring home new batteries from store', 'Take the alarm clock']","['Open the battery cover in the back panel', 'Wipe the battery slot with a dry cloth']",Open the battery cover in the back panel,0
3,0.5,"['Buy and bring home new batteries from store', 'Take the alarm clock', 'Open the battery cover in the back panel']","['Buy and bring home new batteries from store', 'Remove old batteries']",Remove old batteries,1
4,0.6666666666666666,"['Buy and bring home new batteries from store', 'Take the alarm clock', 'Open the battery cover in the back panel', 'Remove old batteries']","['Take the alarm clock', 'Wipe the battery slot with a dry cloth']",Wipe the battery slot with a dry cloth,1
5,0.8333333333333334,"['Buy and bring home new batteries from store', 'Take the alarm clock', 'Open the battery cover in the back panel', 'Remove old batteries', 'Wipe the battery slot with a dry cloth']","['Take the alarm clock', 'Insert the new batteries ensuring correct position of +ve and -ve points']",Insert the new batteries ensuring correct position of +ve and -ve points,1
0,0.0,[],"['remove the old batteries', 'pick up the clock']",pick up the clock,1
1,0.16666666666666666,['pick up the clock'],"['flip it over', 'remove the old batteries']",flip it over,0
2,0.3333333333333333,"['pick up the clock', 'flip it over']","['remove the old batteries', 'find the battery compartment']",find the battery compartment,1
3,0.5,"['pick up the clock', 'flip it over', 'find the battery compartment']","['remove the cover', 'insert the new batteries']",remove the cover,0
4,0.6666666666666666,"['pick up the clock', 'flip it over', 'find the battery compartment', 'remove the cover']","['remove the old batteries', 'flip it over']",remove the old batteries,0
5,0.8333333333333334,"['pick up the clock', 'flip it over', 'find the battery compartment', 'remove the cover', 'remove the old batteries']","['insert the new batteries', 'find the battery compartment']",insert the new batteries,0
0,0.0,[],"['close battery compartment', 'grab new batteries']",grab new batteries,1
1,0.16666666666666666,['grab new batteries'],"['insert new batteries', 'grab clock']",grab clock,1
2,0.3333333333333333,"['grab new batteries', 'grab clock']","['open battery compartment', 'insert new batteries']",open battery compartment,0
3,0.5,"['grab new batteries', 'grab clock', 'open battery compartment']","['close battery compartment', 'remove old batteries']",remove old batteries,1
4,0.6666666666666666,"['grab new batteries', 'grab clock', 'open battery compartment', 'remove old batteries']","['grab clock', 'insert new batteries']",insert new batteries,1
5,0.8333333333333334,"['grab new batteries', 'grab clock', 'open battery compartment', 'remove old batteries', 'insert new batteries']","['grab clock', 'close battery compartment']",close battery compartment,1
0,0.0,[],"['open the battery slot on the clock', 'open the battery slot on the clock']",open the battery slot on the clock,1
1,0.2,['open the battery slot on the clock'],"['check what the batteries are', 'turn on clock to make sure you put them in correctly']",check what the batteries are,0
2,0.4,"['open the battery slot on the clock', 'check what the batteries are']","[' replace by following the diagram of positive negative sides', 'turn on clock to make sure you put them in correctly']", replace by following the diagram of positive negative sides,0
3,0.6,"['open the battery slot on the clock', 'check what the batteries are', ' replace by following the diagram of positive negative sides']","['open the battery slot on the clock', 'put the clip back on to hold the batteries in place']",put the clip back on to hold the batteries in place,1
4,0.8,"['open the battery slot on the clock', 'check what the batteries are', ' replace by following the diagram of positive negative sides', 'put the clip back on to hold the batteries in place']","['open the battery slot on the clock', 'turn on clock to make sure you put them in correctly']",turn on clock to make sure you put them in correctly,1
0,0.0,[],"['Put new batteries in', 'Get batteries']",Get batteries,1
1,0.16666666666666666,['Get batteries'],"['Open back of the alarm clock', 'Put new batteries in']",Open back of the alarm clock,0
2,0.3333333333333333,"['Get batteries', 'Open back of the alarm clock']","['Take old batteries out', 'Close the back of the alarm clock']",Take old batteries out,0
3,0.5,"['Get batteries', 'Open back of the alarm clock', 'Take old batteries out']","['Close the back of the alarm clock', 'Check to see what direction to put new batteries in']",Check to see what direction to put new batteries in,1
4,0.6666666666666666,"['Get batteries', 'Open back of the alarm clock', 'Take old batteries out', 'Check to see what direction to put new batteries in']","['Get batteries', 'Put new batteries in']",Put new batteries in,1
5,0.8333333333333334,"['Get batteries', 'Open back of the alarm clock', 'Take old batteries out', 'Check to see what direction to put new batteries in', 'Put new batteries in']","['Take old batteries out', 'Close the back of the alarm clock']",Close the back of the alarm clock,1
0,0.0,[],"['Grab new ones', 'Grab alarm']",Grab alarm,1
1,0.16666666666666666,['Grab alarm'],"['Turn it over', 'Throw old ones away']",Turn it over,0
2,0.3333333333333333,"['Grab alarm', 'Turn it over']","['Put those in', 'Take out batteries']",Take out batteries,1
3,0.5,"['Grab alarm', 'Turn it over', 'Take out batteries']","['Grab alarm', 'Grab new ones']",Grab new ones,1
4,0.6666666666666666,"['Grab alarm', 'Turn it over', 'Take out batteries', 'Grab new ones']","['Put those in', 'Grab alarm']",Put those in,0
5,0.8333333333333334,"['Grab alarm', 'Turn it over', 'Take out batteries', 'Grab new ones', 'Put those in']","['Take out batteries', 'Throw old ones away']",Throw old ones away,1
0,0.0,[],"['Open the battery case.', 'Flip clock upside down.']",Flip clock upside down.,1
1,0.16666666666666666,['Flip clock upside down.'],"['Open the battery case.', 'Remove old batteries.']",Open the battery case.,0
2,0.3333333333333333,"['Flip clock upside down.', 'Open the battery case.']","['Close battery case.', 'Remove old batteries.']",Remove old batteries.,1
3,0.5,"['Flip clock upside down.', 'Open the battery case.', 'Remove old batteries.']","['Place new batteries in battery case according directions on battery case.', 'Flip clock the right side up.']",Place new batteries in battery case according directions on battery case.,0
4,0.6666666666666666,"['Flip clock upside down.', 'Open the battery case.', 'Remove old batteries.', 'Place new batteries in battery case according directions on battery case.']","['Close battery case.', 'Open the battery case.']",Close battery case.,0
5,0.8333333333333334,"['Flip clock upside down.', 'Open the battery case.', 'Remove old batteries.', 'Place new batteries in battery case according directions on battery case.', 'Close battery case.']","['Open the battery case.', 'Flip clock the right side up.']",Flip clock the right side up.,1
0,0.0,[],"['Removing old batteries', 'Securing new batteries']",Securing new batteries,1
1,0.16666666666666666,['Securing new batteries'],"['Reset time on clock', 'Opening up alarm clock']",Opening up alarm clock,1
2,0.3333333333333333,"['Securing new batteries', 'Opening up alarm clock']","['Removing old batteries', 'Ensure that clock works']",Removing old batteries,0
3,0.5,"['Securing new batteries', 'Opening up alarm clock', 'Removing old batteries']","['Reset time on clock', 'Installing new batteries']",Installing new batteries,1
4,0.6666666666666666,"['Securing new batteries', 'Opening up alarm clock', 'Removing old batteries', 'Installing new batteries']","['Ensure that clock works', 'Opening up alarm clock']",Ensure that clock works,0
5,0.8333333333333334,"['Securing new batteries', 'Opening up alarm clock', 'Removing old batteries', 'Installing new batteries', 'Ensure that clock works']","['Opening up alarm clock', 'Reset time on clock']",Reset time on clock,1
0,0.0,[],"['Take the back off the alarm clock.', 'Get new batteries.']",Take the back off the alarm clock.,0
1,0.16666666666666666,['Take the back off the alarm clock.'],"['Take out the batteries.', 'Get new batteries.']",Take out the batteries.,0
2,0.3333333333333333,"['Take the back off the alarm clock.', 'Take out the batteries.']","['Put the back on the alarm clock.', 'Get new batteries.']",Get new batteries.,1
3,0.5,"['Take the back off the alarm clock.', 'Take out the batteries.', 'Get new batteries.']","['Put batteries in the alarm clock.', 'Reset the clock.']",Put batteries in the alarm clock.,0
4,0.6666666666666666,"['Take the back off the alarm clock.', 'Take out the batteries.', 'Get new batteries.', 'Put batteries in the alarm clock.']","['Put the back on the alarm clock.', 'Take the back off the alarm clock.']",Put the back on the alarm clock.,0
5,0.8333333333333334,"['Take the back off the alarm clock.', 'Take out the batteries.', 'Get new batteries.', 'Put batteries in the alarm clock.', 'Put the back on the alarm clock.']","['Reset the clock.', 'Take the back off the alarm clock.']",Reset the clock.,0
0,0.0,[],"['Remove batteries', 'Get replacement batteries']",Get replacement batteries,1
1,0.16666666666666666,['Get replacement batteries'],"['Get screwdriver', 'Remove battery cover']",Get screwdriver,0
2,0.3333333333333333,"['Get replacement batteries', 'Get screwdriver']","['Flip alarm clock over', 'Remove batteries']",Flip alarm clock over,0
3,0.5,"['Get replacement batteries', 'Get screwdriver', 'Flip alarm clock over']","['Get replacement batteries', 'Unscrew battery cover']",Unscrew battery cover,1
4,0.6666666666666666,"['Get replacement batteries', 'Get screwdriver', 'Flip alarm clock over', 'Unscrew battery cover']","['Get replacement batteries', 'Remove battery cover']",Remove battery cover,1
5,0.8333333333333334,"['Get replacement batteries', 'Get screwdriver', 'Flip alarm clock over', 'Unscrew battery cover', 'Remove battery cover']","['Remove batteries', 'Flip alarm clock over']",Remove batteries,0
0,0.0,[],"['Find some new baterries', 'Get alarm clock']",Get alarm clock,1
1,0.16666666666666666,['Get alarm clock'],"['Find some new baterries', 'Open alarm clock']",Find some new baterries,0
2,0.3333333333333333,"['Get alarm clock', 'Find some new baterries']","['Close the battery lid on alarm clock', 'Open alarm clock']",Open alarm clock,1
3,0.5,"['Get alarm clock', 'Find some new baterries', 'Open alarm clock']","['Close the battery lid on alarm clock', 'Take out old batteries']",Take out old batteries,1
4,0.6666666666666666,"['Get alarm clock', 'Find some new baterries', 'Open alarm clock', 'Take out old batteries']","['Put in new batteries', 'Get alarm clock']",Put in new batteries,0
5,0.8333333333333334,"['Get alarm clock', 'Find some new baterries', 'Open alarm clock', 'Take out old batteries', 'Put in new batteries']","['Close the battery lid on alarm clock', 'Get alarm clock']",Close the battery lid on alarm clock,0
0,0.0,[],"['put new batteries in the alarm clock', 'take the back off the alarm clock']",take the back off the alarm clock,1
1,0.2,['take the back off the alarm clock'],"['take old batteries out.', 'look for the right size batteries']",look for the right size batteries,1
2,0.4,"['take the back off the alarm clock', 'look for the right size batteries']","['put the back of the alarm clock back on', 'take old batteries out.']",take old batteries out.,1
3,0.6,"['take the back off the alarm clock', 'look for the right size batteries', 'take old batteries out.']","['put new batteries in the alarm clock', 'take the back off the alarm clock']",put new batteries in the alarm clock,0
4,0.8,"['take the back off the alarm clock', 'look for the right size batteries', 'take old batteries out.', 'put new batteries in the alarm clock']","['put the back of the alarm clock back on', 'look for the right size batteries']",put the back of the alarm clock back on,0
0,0.0,[],"['Pick up alarm clock', 'Add new batteries to the alarm clock']",Pick up alarm clock,0
1,0.16666666666666666,['Pick up alarm clock'],"['Add new batteries to the alarm clock', 'Remove the battery opening']",Remove the battery opening,1
2,0.3333333333333333,"['Pick up alarm clock', 'Remove the battery opening']","['Add new batteries to the alarm clock', 'Take out the batteries']",Take out the batteries,1
3,0.5,"['Pick up alarm clock', 'Remove the battery opening', 'Take out the batteries']","['Put the back on', 'Find new batteries']",Find new batteries,1
4,0.6666666666666666,"['Pick up alarm clock', 'Remove the battery opening', 'Take out the batteries', 'Find new batteries']","['Pick up alarm clock', 'Add new batteries to the alarm clock']",Add new batteries to the alarm clock,1
5,0.8333333333333334,"['Pick up alarm clock', 'Remove the battery opening', 'Take out the batteries', 'Find new batteries', 'Add new batteries to the alarm clock']","['Take out the batteries', 'Put the back on']",Put the back on,1
0,0.0,[],"['Remove old batteries.', 'Open battery compartment.']",Open battery compartment.,1
1,0.16666666666666666,['Open battery compartment.'],"['Open battery compartment.', 'Check number and size of batteries required.']",Check number and size of batteries required.,1
2,0.3333333333333333,"['Open battery compartment.', 'Check number and size of batteries required.']","['Get appropriate number of correctly-sized batteries.', 'Check polarity indicators.']",Get appropriate number of correctly-sized batteries.,0
3,0.5,"['Open battery compartment.', 'Check number and size of batteries required.', 'Get appropriate number of correctly-sized batteries.']","['Open battery compartment.', 'Remove old batteries.']",Remove old batteries.,1
4,0.6666666666666666,"['Open battery compartment.', 'Check number and size of batteries required.', 'Get appropriate number of correctly-sized batteries.', 'Remove old batteries.']","['Check number and size of batteries required.', 'Check polarity indicators.']",Check polarity indicators.,1
5,0.8333333333333334,"['Open battery compartment.', 'Check number and size of batteries required.', 'Get appropriate number of correctly-sized batteries.', 'Remove old batteries.', 'Check polarity indicators.']","['Get appropriate number of correctly-sized batteries.', 'Put in new batteries.']",Put in new batteries.,1
0,0.0,[],"['Get new batteries', 'Replace old batteries with fresh batteries']",Get new batteries,0
1,0.16666666666666666,['Get new batteries'],"['Remove battery panel from clock', 'Replace battery panel']",Remove battery panel from clock,0
2,0.3333333333333333,"['Get new batteries', 'Remove battery panel from clock']","['Remove old batteries', 'Reset clock to correct time']",Remove old batteries,0
3,0.5,"['Get new batteries', 'Remove battery panel from clock', 'Remove old batteries']","['Replace old batteries with fresh batteries', 'Get new batteries']",Replace old batteries with fresh batteries,0
4,0.6666666666666666,"['Get new batteries', 'Remove battery panel from clock', 'Remove old batteries', 'Replace old batteries with fresh batteries']","['Get new batteries', 'Replace battery panel']",Replace battery panel,1
5,0.8333333333333334,"['Get new batteries', 'Remove battery panel from clock', 'Remove old batteries', 'Replace old batteries with fresh batteries', 'Replace battery panel']","['Remove battery panel from clock', 'Reset clock to correct time']",Reset clock to correct time,1
0,0.0,[],"['Replace cover', 'Open alarm clock']",Open alarm clock,1
1,0.16666666666666666,['Open alarm clock'],"['Find battery size', 'Insert new batteries']",Find battery size,0
2,0.3333333333333333,"['Open alarm clock', 'Find battery size']","['Get batteries from drawer', 'Replace cover']",Get batteries from drawer,0
3,0.5,"['Open alarm clock', 'Find battery size', 'Get batteries from drawer']","['Take old batteries out of alarm clock', 'Open alarm clock']",Take old batteries out of alarm clock,0
4,0.6666666666666666,"['Open alarm clock', 'Find battery size', 'Get batteries from drawer', 'Take old batteries out of alarm clock']","['Find battery size', 'Insert new batteries']",Insert new batteries,1
5,0.8333333333333334,"['Open alarm clock', 'Find battery size', 'Get batteries from drawer', 'Take old batteries out of alarm clock', 'Insert new batteries']","['Get batteries from drawer', 'Replace cover']",Replace cover,1
0,0.0,[],"['Pick up alarm clock', 'Get fresh batteries of the correct type']",Pick up alarm clock,0
1,0.16666666666666666,['Pick up alarm clock'],"['Close battery compartment', 'Open battery compartment']",Open battery compartment,1
2,0.3333333333333333,"['Pick up alarm clock', 'Open battery compartment']","['Put new batteries in alarm clock', 'Remove batteries']",Remove batteries,1
3,0.5,"['Pick up alarm clock', 'Open battery compartment', 'Remove batteries']","['Get fresh batteries of the correct type', 'Pick up alarm clock']",Get fresh batteries of the correct type,0
4,0.6666666666666666,"['Pick up alarm clock', 'Open battery compartment', 'Remove batteries', 'Get fresh batteries of the correct type']","['Pick up alarm clock', 'Put new batteries in alarm clock']",Put new batteries in alarm clock,1
5,0.8333333333333334,"['Pick up alarm clock', 'Open battery compartment', 'Remove batteries', 'Get fresh batteries of the correct type', 'Put new batteries in alarm clock']","['Close battery compartment', 'Open battery compartment']",Close battery compartment,0
0,0.0,[],"['Pick up the clock.', 'Take out old batteries.']",Pick up the clock.,0
1,0.16666666666666666,['Pick up the clock.'],"['Put them in the clock.', 'Open battery compartment.']",Open battery compartment.,1
2,0.3333333333333333,"['Pick up the clock.', 'Open battery compartment.']","['Take out old batteries.', 'Put them in the clock.']",Take out old batteries.,0
3,0.5,"['Pick up the clock.', 'Open battery compartment.', 'Take out old batteries.']","['Close battery compartment.', 'Find new batteries.']",Find new batteries.,1
4,0.6666666666666666,"['Pick up the clock.', 'Open battery compartment.', 'Take out old batteries.', 'Find new batteries.']","['Put them in the clock.', 'Open battery compartment.']",Put them in the clock.,0
5,0.8333333333333334,"['Pick up the clock.', 'Open battery compartment.', 'Take out old batteries.', 'Find new batteries.', 'Put them in the clock.']","['Close battery compartment.', 'Open battery compartment.']",Close battery compartment.,0
0,0.0,[],"['replace case', 'make sure it is not plugged in']",make sure it is not plugged in,1
1,0.16666666666666666,['make sure it is not plugged in'],"['open batteries case', 'remove old batteries']",open batteries case,0
2,0.3333333333333333,"['make sure it is not plugged in', 'open batteries case']","['toss out old batteries', 'remove old batteries']",remove old batteries,1
3,0.5,"['make sure it is not plugged in', 'open batteries case', 'remove old batteries']","['place new batteries in', 'make sure it is not plugged in']",place new batteries in,0
4,0.6666666666666666,"['make sure it is not plugged in', 'open batteries case', 'remove old batteries', 'place new batteries in']","['replace case', 'open batteries case']",replace case,0
5,0.8333333333333334,"['make sure it is not plugged in', 'open batteries case', 'remove old batteries', 'place new batteries in', 'replace case']","['open batteries case', 'toss out old batteries']",toss out old batteries,1
0,0.0,[],"['Notice dead alarm clock', 'Notice dead alarm clock']",Notice dead alarm clock,1
1,0.16666666666666666,['Notice dead alarm clock'],"['Remove battery cover', 'Notice dead alarm clock']",Remove battery cover,0
2,0.3333333333333333,"['Notice dead alarm clock', 'Remove battery cover']","['Remove dead batteries', 'Set clock time']",Remove dead batteries,0
3,0.5,"['Notice dead alarm clock', 'Remove battery cover', 'Remove dead batteries']","['Notice dead alarm clock', 'Place new batteries in clock']",Place new batteries in clock,1
4,0.6666666666666666,"['Notice dead alarm clock', 'Remove battery cover', 'Remove dead batteries', 'Place new batteries in clock']","['Notice dead alarm clock', 'Replace battery cover']",Replace battery cover,1
5,0.8333333333333334,"['Notice dead alarm clock', 'Remove battery cover', 'Remove dead batteries', 'Place new batteries in clock', 'Replace battery cover']","['Set clock time', 'Remove dead batteries']",Set clock time,0
0,0.0,[],"['Remove the old battery', 'Check to see what size battery you need']",Check to see what size battery you need,1
1,0.16666666666666666,['Check to see what size battery you need'],"['Find the correct size battery', 'Put the new battery in']",Find the correct size battery,0
2,0.3333333333333333,"['Check to see what size battery you need', 'Find the correct size battery']","['Take the cover off', 'Put the new battery in']",Take the cover off,0
3,0.5,"['Check to see what size battery you need', 'Find the correct size battery', 'Take the cover off']","['Check to see what size battery you need', 'Remove the old battery']",Remove the old battery,1
4,0.6666666666666666,"['Check to see what size battery you need', 'Find the correct size battery', 'Take the cover off', 'Remove the old battery']","['Put the new battery in', 'Find the correct size battery']",Put the new battery in,0
5,0.8333333333333334,"['Check to see what size battery you need', 'Find the correct size battery', 'Take the cover off', 'Remove the old battery', 'Put the new battery in']","['Find the correct size battery', 'Replace the cover']",Replace the cover,1
0,0.0,[],"['replace back', 'take back off of clock']",take back off of clock,1
1,0.2,['take back off of clock'],"['place in clock', 'remove old batteries']",remove old batteries,1
2,0.4,"['take back off of clock', 'remove old batteries']","['replace back', 'get new batteries']",get new batteries,1
3,0.6,"['take back off of clock', 'remove old batteries', 'get new batteries']","['take back off of clock', 'place in clock']",place in clock,1
4,0.8,"['take back off of clock', 'remove old batteries', 'get new batteries', 'place in clock']","['replace back', 'remove old batteries']",replace back,0
0,0.0,[],"['take new batteries out of package', 'notice clock no longer works']",notice clock no longer works,1
1,0.16666666666666666,['notice clock no longer works'],"['take new batteries out of package', 'unscrew battery compartment']",unscrew battery compartment,1
2,0.3333333333333333,"['notice clock no longer works', 'unscrew battery compartment']","['screw battery compartment back on', 'remove old batteries']",remove old batteries,1
3,0.5,"['notice clock no longer works', 'unscrew battery compartment', 'remove old batteries']","['notice clock no longer works', 'take new batteries out of package']",take new batteries out of package,1
4,0.6666666666666666,"['notice clock no longer works', 'unscrew battery compartment', 'remove old batteries', 'take new batteries out of package']","['unscrew battery compartment', 'replace old batteries with new one']",replace old batteries with new one,1
5,0.8333333333333334,"['notice clock no longer works', 'unscrew battery compartment', 'remove old batteries', 'take new batteries out of package', 'replace old batteries with new one']","['notice clock no longer works', 'screw battery compartment back on']",screw battery compartment back on,1
0,0.0,[],"['Buy the batteries you are in need of', 'Buy the batteries you are in need of']",Buy the batteries you are in need of,1
1,0.16666666666666666,['Buy the batteries you are in need of'],"['Take apart the alarm clock', 'Take apart the alarm clock']",Take apart the alarm clock,1
2,0.3333333333333333,"['Buy the batteries you are in need of', 'Take apart the alarm clock']","['Put the alarm clock back together', 'Take out the old batteries']",Take out the old batteries,1
3,0.5,"['Buy the batteries you are in need of', 'Take apart the alarm clock', 'Take out the old batteries']","['Put in the new batteries', 'Buy the batteries you are in need of']",Put in the new batteries,0
4,0.6666666666666666,"['Buy the batteries you are in need of', 'Take apart the alarm clock', 'Take out the old batteries', 'Put in the new batteries']","['Take apart the alarm clock', 'Put the alarm clock back together']",Put the alarm clock back together,1
5,0.8333333333333334,"['Buy the batteries you are in need of', 'Take apart the alarm clock', 'Take out the old batteries', 'Put in the new batteries', 'Put the alarm clock back together']","['Turn on alarm clock', 'Take apart the alarm clock']",Turn on alarm clock,0
0,0.0,[],"['Close the the battery compartment plate', 'Figure out what type of batteries the clock needs']",Figure out what type of batteries the clock needs,1
1,0.16666666666666666,['Figure out what type of batteries the clock needs'],"['Buy the required batteries', 'Place in new batteries']",Buy the required batteries,0
2,0.3333333333333333,"['Figure out what type of batteries the clock needs', 'Buy the required batteries']","['Place in new batteries', 'Remove the battery compartment plate']",Remove the battery compartment plate,1
3,0.5,"['Figure out what type of batteries the clock needs', 'Buy the required batteries', 'Remove the battery compartment plate']","['Figure out what type of batteries the clock needs', 'Remove old batteries']",Remove old batteries,1
4,0.6666666666666666,"['Figure out what type of batteries the clock needs', 'Buy the required batteries', 'Remove the battery compartment plate', 'Remove old batteries']","['Place in new batteries', 'Figure out what type of batteries the clock needs']",Place in new batteries,0
5,0.8333333333333334,"['Figure out what type of batteries the clock needs', 'Buy the required batteries', 'Remove the battery compartment plate', 'Remove old batteries', 'Place in new batteries']","['Buy the required batteries', 'Close the the battery compartment plate']",Close the the battery compartment plate,1
0,0.0,[],"['Remove cover to battery.', 'Find new battery from battery drawer.']",Remove cover to battery.,0
1,0.2,['Remove cover to battery.'],"['Take out battery.', 'Take out battery.']",Take out battery.,0
2,0.4,"['Remove cover to battery.', 'Take out battery.']","['Find new battery from battery drawer.', 'Put battery cover back on alarm clock.']",Find new battery from battery drawer.,0
3,0.6,"['Remove cover to battery.', 'Take out battery.', 'Find new battery from battery drawer.']","['Replace battery.', 'Remove cover to battery.']",Replace battery.,0
4,0.8,"['Remove cover to battery.', 'Take out battery.', 'Find new battery from battery drawer.', 'Replace battery.']","['Remove cover to battery.', 'Put battery cover back on alarm clock.']",Put battery cover back on alarm clock.,1
0,0.0,[],"['Open battery compartment', 'Open battery compartment']",Open battery compartment,1
1,0.2,['Open battery compartment'],"['Add new batteries', 'Remove old batteries']",Remove old batteries,1
2,0.4,"['Open battery compartment', 'Remove old batteries']","['Throw away old batteries', 'Close battery compartment']",Throw away old batteries,0
3,0.6,"['Open battery compartment', 'Remove old batteries', 'Throw away old batteries']","['Add new batteries', 'Open battery compartment']",Add new batteries,0
4,0.8,"['Open battery compartment', 'Remove old batteries', 'Throw away old batteries', 'Add new batteries']","['Open battery compartment', 'Close battery compartment']",Close battery compartment,1
0,0.0,[],"['take off battery cover on clock.', 'pick up alarm clock.']",pick up alarm clock.,1
1,0.16666666666666666,['pick up alarm clock.'],"['Remove bad batteries.', 'unplug clock.']",unplug clock.,1
2,0.3333333333333333,"['pick up alarm clock.', 'unplug clock.']","['take off battery cover on clock.', 'Replace battery cover.']",take off battery cover on clock.,0
3,0.5,"['pick up alarm clock.', 'unplug clock.', 'take off battery cover on clock.']","['Replace battery cover.', 'Remove bad batteries.']",Remove bad batteries.,1
4,0.6666666666666666,"['pick up alarm clock.', 'unplug clock.', 'take off battery cover on clock.', 'Remove bad batteries.']","['pick up alarm clock.', 'Replace with new batteries.']",Replace with new batteries.,1
5,0.8333333333333334,"['pick up alarm clock.', 'unplug clock.', 'take off battery cover on clock.', 'Remove bad batteries.', 'Replace with new batteries.']","['Replace battery cover.', 'pick up alarm clock.']",Replace battery cover.,0
0,0.0,[],"['turn clock upside-down', 'set time and alarm']",turn clock upside-down,0
1,0.16666666666666666,['turn clock upside-down'],"['put in new batteries', 'remove battery cover']",remove battery cover,1
2,0.3333333333333333,"['turn clock upside-down', 'remove battery cover']","['remove old batteries', 'replace battery cover']",remove old batteries,0
3,0.5,"['turn clock upside-down', 'remove battery cover', 'remove old batteries']","['turn clock upside-down', 'put in new batteries']",put in new batteries,1
4,0.6666666666666666,"['turn clock upside-down', 'remove battery cover', 'remove old batteries', 'put in new batteries']","['remove battery cover', 'replace battery cover']",replace battery cover,1
5,0.8333333333333334,"['turn clock upside-down', 'remove battery cover', 'remove old batteries', 'put in new batteries', 'replace battery cover']","['remove old batteries', 'set time and alarm']",set time and alarm,1
0,0.0,[],"['Unplug alarm clock', 'remove back cover which houses the batteries']",Unplug alarm clock,0
1,0.16666666666666666,['Unplug alarm clock'],"['remove back cover which houses the batteries', 'remove back cover which houses the batteries']",remove back cover which houses the batteries,0
2,0.3333333333333333,"['Unplug alarm clock', 'remove back cover which houses the batteries']","['remove batteries', 'open packet of new batteries']",remove batteries,0
3,0.5,"['Unplug alarm clock', 'remove back cover which houses the batteries', 'remove batteries']","['replace batteries', 'inspect the housing unit to ensure no corrosion']",inspect the housing unit to ensure no corrosion,1
4,0.6666666666666666,"['Unplug alarm clock', 'remove back cover which houses the batteries', 'remove batteries', 'inspect the housing unit to ensure no corrosion']","['open packet of new batteries', 'Unplug alarm clock']",open packet of new batteries,0
5,0.8333333333333334,"['Unplug alarm clock', 'remove back cover which houses the batteries', 'remove batteries', 'inspect the housing unit to ensure no corrosion', 'open packet of new batteries']","['replace batteries', 'remove batteries']",replace batteries,0
0,0.0,[],"['REMOVE THE BACK FROM THE ALARM CLOCK', 'REMOVE THE BACK FROM THE ALARM CLOCK']",REMOVE THE BACK FROM THE ALARM CLOCK,0
1,0.2,['REMOVE THE BACK FROM THE ALARM CLOCK'],"['REMOVE THE BACK FROM THE ALARM CLOCK', 'REMOVE THE BATTERIES THAT HAVE EXPIRED']",REMOVE THE BATTERIES THAT HAVE EXPIRED,1
2,0.4,"['REMOVE THE BACK FROM THE ALARM CLOCK', 'REMOVE THE BATTERIES THAT HAVE EXPIRED']","['REPLACE THE BACK OF THE ALARM CLOCK', 'DISCARD OF THEM']",DISCARD OF THEM,1
3,0.6,"['REMOVE THE BACK FROM THE ALARM CLOCK', 'REMOVE THE BATTERIES THAT HAVE EXPIRED', 'DISCARD OF THEM']","['REMOVE THE BACK FROM THE ALARM CLOCK', 'PUT THE NEW BATTERIES IN']",PUT THE NEW BATTERIES IN,1
4,0.8,"['REMOVE THE BACK FROM THE ALARM CLOCK', 'REMOVE THE BATTERIES THAT HAVE EXPIRED', 'DISCARD OF THEM', 'PUT THE NEW BATTERIES IN']","['REMOVE THE BATTERIES THAT HAVE EXPIRED', 'REPLACE THE BACK OF THE ALARM CLOCK']",REPLACE THE BACK OF THE ALARM CLOCK,1
0,0.0,[],"['Put in new batteries.', 'Pick up clock.']",Pick up clock.,1
1,0.16666666666666666,['Pick up clock.'],"['Reset time on clock.', 'Open battery door on bottom.']",Open battery door on bottom.,1
2,0.3333333333333333,"['Pick up clock.', 'Open battery door on bottom.']","['Reset time on clock.', 'Remove old batteries.']",Remove old batteries.,1
