task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
5,0.625,"['Enter the train station', 'Get tickets from ticket counter', 'find out what platform the train will be on', 'walk to the train platform', 'wait until time to board train']","['step up to train', 'find out what platform the train will be on']",step up to train,0
6,0.75,"['Enter the train station', 'Get tickets from ticket counter', 'find out what platform the train will be on', 'walk to the train platform', 'wait until time to board train', 'step up to train']","['hand your ticket to the conductor', 'Get tickets from ticket counter']",hand your ticket to the conductor,0
7,0.875,"['Enter the train station', 'Get tickets from ticket counter', 'find out what platform the train will be on', 'walk to the train platform', 'wait until time to board train', 'step up to train', 'hand your ticket to the conductor']","['get on train.', 'wait until time to board train']",get on train.,0
0,0.0,[],"['get dress and go to train station', 'wait for boarding time for train']",get dress and go to train station,0
1,0.16666666666666666,['get dress and go to train station'],"['go to ticket window', 'wait for boarding time for train']",go to ticket window,0
2,0.3333333333333333,"['get dress and go to train station', 'go to ticket window']","['wait for boarding time for train', 'tell the clerk where you want to travel to']",tell the clerk where you want to travel to,1
3,0.5,"['get dress and go to train station', 'go to ticket window', 'tell the clerk where you want to travel to']","['get on the train and enjoy', 'pay the clerk for ticket']",pay the clerk for ticket,1
4,0.6666666666666666,"['get dress and go to train station', 'go to ticket window', 'tell the clerk where you want to travel to', 'pay the clerk for ticket']","['wait for boarding time for train', 'get dress and go to train station']",wait for boarding time for train,0
5,0.8333333333333334,"['get dress and go to train station', 'go to ticket window', 'tell the clerk where you want to travel to', 'pay the clerk for ticket', 'wait for boarding time for train']","['get on the train and enjoy', 'get dress and go to train station']",get on the train and enjoy,0
0,0.0,[],"['First you have to plan where you want to go.', 'Then, you have to buy your ticket.']",First you have to plan where you want to go.,0
1,0.125,['First you have to plan where you want to go.'],"['Then, you have to buy your ticket.', 'You ride the train to your destination.']","Then, you have to buy your ticket.",0
2,0.25,"['First you have to plan where you want to go.', 'Then, you have to buy your ticket.']","[""If you're going on a long trip, you may receive a meal."", 'Then, you have to buy your ticket.']","Then, you have to buy your ticket.",1
3,0.375,"['First you have to plan where you want to go.', 'Then, you have to buy your ticket.', 'Then, you have to buy your ticket.']","['You board your train and find your seat.', 'You have to pack your bags and go to train station.']",You have to pack your bags and go to train station.,1
4,0.5,"['First you have to plan where you want to go.', 'Then, you have to buy your ticket.', 'Then, you have to buy your ticket.', 'You have to pack your bags and go to train station.']","['Then, you have to buy your ticket.', 'Next, you check in and wait to board your plane.']","Next, you check in and wait to board your plane.",1
5,0.625,"['First you have to plan where you want to go.', 'Then, you have to buy your ticket.', 'Then, you have to buy your ticket.', 'You have to pack your bags and go to train station.', 'Next, you check in and wait to board your plane.']","['Then, you have to buy your ticket.', 'You board your train and find your seat.']",You board your train and find your seat.,1
6,0.75,"['First you have to plan where you want to go.', 'Then, you have to buy your ticket.', 'Then, you have to buy your ticket.', 'You have to pack your bags and go to train station.', 'Next, you check in and wait to board your plane.', 'You board your train and find your seat.']","['You ride the train to your destination.', 'Then, you have to buy your ticket.']",You ride the train to your destination.,0
7,0.875,"['First you have to plan where you want to go.', 'Then, you have to buy your ticket.', 'Then, you have to buy your ticket.', 'You have to pack your bags and go to train station.', 'Next, you check in and wait to board your plane.', 'You board your train and find your seat.', 'You ride the train to your destination.']","['First you have to plan where you want to go.', ""If you're going on a long trip, you may receive a meal.""]","If you're going on a long trip, you may receive a meal.",1
0,0.0,[],"['Packing/Gathering luggage.', 'Giving ticket to conductor/ticket taker.']",Packing/Gathering luggage.,0
1,0.16666666666666666,['Packing/Gathering luggage.'],"['Gathering ticket and required identification.', 'Gathering ticket and required identification.']",Gathering ticket and required identification.,1
2,0.3333333333333333,"['Packing/Gathering luggage.', 'Gathering ticket and required identification.']","['Driving to the train station.', 'Relax while you reach your destination.']",Driving to the train station.,0
3,0.5,"['Packing/Gathering luggage.', 'Gathering ticket and required identification.', 'Driving to the train station.']","['Packing/Gathering luggage.', 'Giving ticket to conductor/ticket taker.']",Giving ticket to conductor/ticket taker.,1
4,0.6666666666666666,"['Packing/Gathering luggage.', 'Gathering ticket and required identification.', 'Driving to the train station.', 'Giving ticket to conductor/ticket taker.']","['Board the train.', 'Gathering ticket and required identification.']",Board the train.,0
5,0.8333333333333334,"['Packing/Gathering luggage.', 'Gathering ticket and required identification.', 'Driving to the train station.', 'Giving ticket to conductor/ticket taker.', 'Board the train.']","['Gathering ticket and required identification.', 'Relax while you reach your destination.']",Relax while you reach your destination.,1
0,0.0,[],"['Find correct seat', 'Drive to station']",Drive to station,1
1,0.125,['Drive to station'],"['Park at station', 'Purchase train tickets']",Park at station,0
2,0.25,"['Drive to station', 'Park at station']","['Enter train', 'Walk into station']",Walk into station,1
3,0.375,"['Drive to station', 'Park at station', 'Walk into station']","['Enter train', 'Purchase train tickets']",Purchase train tickets,1
4,0.5,"['Drive to station', 'Park at station', 'Walk into station', 'Purchase train tickets']","['Park at station', 'Walk to correct platform']",Walk to correct platform,1
5,0.625,"['Drive to station', 'Park at station', 'Walk into station', 'Purchase train tickets', 'Walk to correct platform']","['Walk into station', 'Wait for train']",Wait for train,1
6,0.75,"['Drive to station', 'Park at station', 'Walk into station', 'Purchase train tickets', 'Walk to correct platform', 'Wait for train']","['Walk into station', 'Enter train']",Enter train,1
7,0.875,"['Drive to station', 'Park at station', 'Walk into station', 'Purchase train tickets', 'Walk to correct platform', 'Wait for train', 'Enter train']","['Find correct seat', 'Walk into station']",Find correct seat,0
0,0.0,[],"['Pay for the ticket at the ticket counter', 'Find the nearest train station']",Find the nearest train station,1
1,0.2,['Find the nearest train station'],"['Look at all the times and pick a destination', 'Look at all the times and pick a destination']",Look at all the times and pick a destination,1
2,0.4,"['Find the nearest train station', 'Look at all the times and pick a destination']","['Pay for the ticket at the ticket counter', 'Enjoy the ride on the train']",Pay for the ticket at the ticket counter,0
3,0.6,"['Find the nearest train station', 'Look at all the times and pick a destination', 'Pay for the ticket at the ticket counter']","['Board the train', 'Find the nearest train station']",Board the train,0
4,0.8,"['Find the nearest train station', 'Look at all the times and pick a destination', 'Pay for the ticket at the ticket counter', 'Board the train']","['Enjoy the ride on the train', 'Find the nearest train station']",Enjoy the ride on the train,0
0,0.0,[],"['Go to train station.', 'Go to train station.']",Go to train station.,1
1,0.2,['Go to train station.'],"['Go to train station.', 'Buy ticket.']",Buy ticket.,1
2,0.4,"['Go to train station.', 'Buy ticket.']","['Sit down and ride.', 'Wait in line to board.']",Wait in line to board.,1
3,0.6,"['Go to train station.', 'Buy ticket.', 'Wait in line to board.']","['Board train.', 'Go to train station.']",Board train.,0
4,0.8,"['Go to train station.', 'Buy ticket.', 'Wait in line to board.', 'Board train.']","['Buy ticket.', 'Sit down and ride.']",Sit down and ride.,1
0,0.0,[],"['ride to your stop', 'get to train stop']",get to train stop,1
1,0.16666666666666666,['get to train stop'],"['find seat', 'buy pass']",buy pass,1
2,0.3333333333333333,"['get to train stop', 'buy pass']","['ride to your stop', 'get on train']",get on train,1
3,0.5,"['get to train stop', 'buy pass', 'get on train']","['get to train stop', 'find seat']",find seat,1
4,0.6666666666666666,"['get to train stop', 'buy pass', 'get on train', 'find seat']","['get to train stop', 'ride to your stop']",ride to your stop,1
5,0.8333333333333334,"['get to train stop', 'buy pass', 'get on train', 'find seat', 'ride to your stop']","['get off train', 'get to train stop']",get off train,0
0,0.0,[],"['Obtain train ticket', 'Place luggage down']",Obtain train ticket,0
1,0.125,['Obtain train ticket'],"['Place luggage down', 'Drive to train station']",Drive to train station,1
2,0.25,"['Obtain train ticket', 'Drive to train station']","['Get off train', 'Show receptionist train ticket']",Show receptionist train ticket,1
3,0.375,"['Obtain train ticket', 'Drive to train station', 'Show receptionist train ticket']","['Get on train', 'Place luggage down']",Get on train,0
4,0.5,"['Obtain train ticket', 'Drive to train station', 'Show receptionist train ticket', 'Get on train']","['Find a seat', 'Obtain train ticket']",Find a seat,0
5,0.625,"['Obtain train ticket', 'Drive to train station', 'Show receptionist train ticket', 'Get on train', 'Find a seat']","['Get off train', 'Place luggage down']",Place luggage down,1
6,0.75,"['Obtain train ticket', 'Drive to train station', 'Show receptionist train ticket', 'Get on train', 'Find a seat', 'Place luggage down']","['Arrive at destination', 'Show receptionist train ticket']",Arrive at destination,0
7,0.875,"['Obtain train ticket', 'Drive to train station', 'Show receptionist train ticket', 'Get on train', 'Find a seat', 'Place luggage down', 'Arrive at destination']","['Get off train', 'Show receptionist train ticket']",Get off train,0
0,0.0,[],"['Get a snack for the train ride.', 'Purchase train ticket.']",Purchase train ticket.,1
1,0.125,['Purchase train ticket.'],"['Purchase train ticket.', 'Pack clothes.']",Pack clothes.,1
2,0.25,"['Purchase train ticket.', 'Pack clothes.']","['Get a snack for the train ride.', 'Find a seat.']",Get a snack for the train ride.,0
3,0.375,"['Purchase train ticket.', 'Pack clothes.', 'Get a snack for the train ride.']","['Give ticket to conductor.', 'Go to train station.']",Go to train station.,1
4,0.5,"['Purchase train ticket.', 'Pack clothes.', 'Get a snack for the train ride.', 'Go to train station.']","['Purchase train ticket.', 'Board train.']",Board train.,1
5,0.625,"['Purchase train ticket.', 'Pack clothes.', 'Get a snack for the train ride.', 'Go to train station.', 'Board train.']","['Give ticket to conductor.', 'Pack clothes.']",Give ticket to conductor.,0
6,0.75,"['Purchase train ticket.', 'Pack clothes.', 'Get a snack for the train ride.', 'Go to train station.', 'Board train.', 'Give ticket to conductor.']","['Find a seat.', 'Get a snack for the train ride.']",Find a seat.,0
7,0.875,"['Purchase train ticket.', 'Pack clothes.', 'Get a snack for the train ride.', 'Go to train station.', 'Board train.', 'Give ticket to conductor.', 'Find a seat.']","['Wait until you reach your destination.', 'Pack clothes.']",Wait until you reach your destination.,0
0,0.0,[],"['Check train schedule', 'Get off at correct destination']",Check train schedule,0
1,0.14285714285714285,['Check train schedule'],"['Sit down and enjoy the ride', 'Purchase ticket']",Purchase ticket,1
2,0.2857142857142857,"['Check train schedule', 'Purchase ticket']","['Give ticket to the attendant', 'Sit down and enjoy the ride']",Give ticket to the attendant,0
3,0.42857142857142855,"['Check train schedule', 'Purchase ticket', 'Give ticket to the attendant']","['Get on the correct train', 'Get off at correct destination']",Get on the correct train,0
4,0.5714285714285714,"['Check train schedule', 'Purchase ticket', 'Give ticket to the attendant', 'Get on the correct train']","['Find a seat', 'Purchase ticket']",Find a seat,0
5,0.7142857142857143,"['Check train schedule', 'Purchase ticket', 'Give ticket to the attendant', 'Get on the correct train', 'Find a seat']","['Sit down and enjoy the ride', 'Give ticket to the attendant']",Sit down and enjoy the ride,0
6,0.8571428571428571,"['Check train schedule', 'Purchase ticket', 'Give ticket to the attendant', 'Get on the correct train', 'Find a seat', 'Sit down and enjoy the ride']","['Get off at correct destination', 'Check train schedule']",Get off at correct destination,0
0,0.0,[],"['Buy ticket to train.', 'Find a seat.']",Buy ticket to train.,0
1,0.16666666666666666,['Buy ticket to train.'],"['Give ticket to conductor.', 'Buy ticket to train.']",Give ticket to conductor.,0
2,0.3333333333333333,"['Buy ticket to train.', 'Give ticket to conductor.']","['Board train.', 'Enjoy train ride.']",Board train.,0
3,0.5,"['Buy ticket to train.', 'Give ticket to conductor.', 'Board train.']","['Leave train at destination.', 'Find a seat.']",Find a seat.,1
4,0.6666666666666666,"['Buy ticket to train.', 'Give ticket to conductor.', 'Board train.', 'Find a seat.']","['Give ticket to conductor.', 'Enjoy train ride.']",Enjoy train ride.,1
5,0.8333333333333334,"['Buy ticket to train.', 'Give ticket to conductor.', 'Board train.', 'Find a seat.', 'Enjoy train ride.']","['Buy ticket to train.', 'Leave train at destination.']",Leave train at destination.,1
0,0.0,[],"['Purchase ticket', 'Go to station']",Go to station,1
1,0.125,['Go to station'],"['Go to station', 'Go to ticket office']",Go to ticket office,1
2,0.25,"['Go to station', 'Go to ticket office']","['Purchase ticket', 'Wait for train']",Purchase ticket,0
3,0.375,"['Go to station', 'Go to ticket office', 'Purchase ticket']","['Find a seat', 'Go to platform']",Go to platform,1
4,0.5,"['Go to station', 'Go to ticket office', 'Purchase ticket', 'Go to platform']","['Wait for train', 'Find a seat']",Wait for train,0
5,0.625,"['Go to station', 'Go to ticket office', 'Purchase ticket', 'Go to platform', 'Wait for train']","['Wait until your station', 'When train arrives, get on train']","When train arrives, get on train",1
6,0.75,"['Go to station', 'Go to ticket office', 'Purchase ticket', 'Go to platform', 'Wait for train', 'When train arrives, get on train']","['Find a seat', 'Purchase ticket']",Find a seat,0
7,0.875,"['Go to station', 'Go to ticket office', 'Purchase ticket', 'Go to platform', 'Wait for train', 'When train arrives, get on train', 'Find a seat']","['Wait until your station', 'Purchase ticket']",Wait until your station,0
0,0.0,[],"['wait at train stop', 'wait at train stop']",wait at train stop,0
1,0.16666666666666666,['wait at train stop'],"['board correct train', 'listen to music or read etc while riding']",board correct train,0
2,0.3333333333333333,"['wait at train stop', 'board correct train']","[""look at window if you haven't seen the surroundings"", 'find a seat or stand']",find a seat or stand,1
3,0.5,"['wait at train stop', 'board correct train', 'find a seat or stand']","['exit train at correct stop', 'listen to music or read etc while riding']",listen to music or read etc while riding,1
4,0.6666666666666666,"['wait at train stop', 'board correct train', 'find a seat or stand', 'listen to music or read etc while riding']","[""look at window if you haven't seen the surroundings"", 'board correct train']",look at window if you haven't seen the surroundings,0
5,0.8333333333333334,"['wait at train stop', 'board correct train', 'find a seat or stand', 'listen to music or read etc while riding', ""look at window if you haven't seen the surroundings""]","['exit train at correct stop', 'wait at train stop']",exit train at correct stop,0
0,0.0,[],"['Purchase ticket', 'Pack bags']",Pack bags,1
1,0.125,['Pack bags'],"['Pack bags', 'Go to train station']",Go to train station,1
2,0.25,"['Pack bags', 'Go to train station']","['Purchase ticket', 'Order meal']",Purchase ticket,0
3,0.375,"['Pack bags', 'Go to train station', 'Purchase ticket']","['Look out window', 'Get on train']",Get on train,1
4,0.5,"['Pack bags', 'Go to train station', 'Purchase ticket', 'Get on train']","['Find seat', 'Go to train station']",Find seat,0
5,0.625,"['Pack bags', 'Go to train station', 'Purchase ticket', 'Get on train', 'Find seat']","['Sit and relax', 'Go to train station']",Sit and relax,0
6,0.75,"['Pack bags', 'Go to train station', 'Purchase ticket', 'Get on train', 'Find seat', 'Sit and relax']","['Look out window', 'Pack bags']",Look out window,0
7,0.875,"['Pack bags', 'Go to train station', 'Purchase ticket', 'Get on train', 'Find seat', 'Sit and relax', 'Look out window']","['Order meal', 'Pack bags']",Order meal,0
0,0.0,[],"['board train', 'go to train station']",go to train station,1
1,0.14285714285714285,['go to train station'],"['purchase tickets', 'arrive at destination']",purchase tickets,0
2,0.2857142857142857,"['go to train station', 'purchase tickets']","['wait for train', 'disembark train']",wait for train,0
3,0.42857142857142855,"['go to train station', 'purchase tickets', 'wait for train']","['disembark train', 'board train']",board train,1
4,0.5714285714285714,"['go to train station', 'purchase tickets', 'wait for train', 'board train']","['ride train', 'purchase tickets']",ride train,0
5,0.7142857142857143,"['go to train station', 'purchase tickets', 'wait for train', 'board train', 'ride train']","['arrive at destination', 'purchase tickets']",arrive at destination,0
6,0.8571428571428571,"['go to train station', 'purchase tickets', 'wait for train', 'board train', 'ride train', 'arrive at destination']","['go to train station', 'disembark train']",disembark train,1
0,0.0,[],"['Go to the train station', 'Go to my destination']",Go to the train station,0
1,0.2,['Go to the train station'],"['Get on my train', 'Buy a ticket']",Buy a ticket,1
2,0.4,"['Go to the train station', 'Buy a ticket']","['Go to my destination', 'Wait for my train']",Wait for my train,1
3,0.6,"['Go to the train station', 'Buy a ticket', 'Wait for my train']","['Go to the train station', 'Get on my train']",Get on my train,1
4,0.8,"['Go to the train station', 'Buy a ticket', 'Wait for my train', 'Get on my train']","['Go to my destination', 'Buy a ticket']",Go to my destination,0
0,0.0,[],"['GET TO STATION', 'BOARD TRAIN']",GET TO STATION,0
1,0.14285714285714285,['GET TO STATION'],"['PURCHASE TICKET', 'BOARD TRAIN']",PURCHASE TICKET,0
2,0.2857142857142857,"['GET TO STATION', 'PURCHASE TICKET']","['SIT DOWN', 'CHECK TRAIN TIME']",CHECK TRAIN TIME,1
3,0.42857142857142855,"['GET TO STATION', 'PURCHASE TICKET', 'CHECK TRAIN TIME']","['WAIT FOR TRAIN TO ARRIVE', 'GET TO STATION']",WAIT FOR TRAIN TO ARRIVE,0
4,0.5714285714285714,"['GET TO STATION', 'PURCHASE TICKET', 'CHECK TRAIN TIME', 'WAIT FOR TRAIN TO ARRIVE']","['SIT DOWN', 'BOARD TRAIN']",BOARD TRAIN,1
5,0.7142857142857143,"['GET TO STATION', 'PURCHASE TICKET', 'CHECK TRAIN TIME', 'WAIT FOR TRAIN TO ARRIVE', 'BOARD TRAIN']","['FIND SEAT', 'CHECK TRAIN TIME']",FIND SEAT,0
6,0.8571428571428571,"['GET TO STATION', 'PURCHASE TICKET', 'CHECK TRAIN TIME', 'WAIT FOR TRAIN TO ARRIVE', 'BOARD TRAIN', 'FIND SEAT']","['WAIT FOR TRAIN TO ARRIVE', 'SIT DOWN']",SIT DOWN,1
0,0.0,[],"['sit', 'go to train station']",go to train station,1
1,0.125,['go to train station'],"['buy ticket', 'get off train']",buy ticket,0
2,0.25,"['go to train station', 'buy ticket']","['wait for train', 'get off train']",wait for train,0
3,0.375,"['go to train station', 'buy ticket', 'wait for train']","['go to train station', 'get on train']",get on train,1
4,0.5,"['go to train station', 'buy ticket', 'wait for train', 'get on train']","['repeat for return trip if needed', 'sit']",sit,1
5,0.625,"['go to train station', 'buy ticket', 'wait for train', 'get on train', 'sit']","['repeat for return trip if needed', 'wait until train reaches destination']",wait until train reaches destination,1
6,0.75,"['go to train station', 'buy ticket', 'wait for train', 'get on train', 'sit', 'wait until train reaches destination']","['buy ticket', 'get off train']",get off train,1
7,0.875,"['go to train station', 'buy ticket', 'wait for train', 'get on train', 'sit', 'wait until train reaches destination', 'get off train']","['repeat for return trip if needed', 'go to train station']",repeat for return trip if needed,0
0,0.0,[],"['Go to the train station', 'get off at destination']",Go to the train station,0
1,0.14285714285714285,['Go to the train station'],"['sit or stand and wait for your train', 'enjoy train ride']",sit or stand and wait for your train,0
2,0.2857142857142857,"['Go to the train station', 'sit or stand and wait for your train']","['when the train comes , get up and enter the train', 'enjoy train ride']","when the train comes , get up and enter the train",0
3,0.42857142857142855,"['Go to the train station', 'sit or stand and wait for your train', 'when the train comes , get up and enter the train']","['Go to the train station', 'sit down']",sit down,1
4,0.5714285714285714,"['Go to the train station', 'sit or stand and wait for your train', 'when the train comes , get up and enter the train', 'sit down']","['Go to the train station', 'wait for attendant to walk by and pay for your ticket']",wait for attendant to walk by and pay for your ticket,1
5,0.7142857142857143,"['Go to the train station', 'sit or stand and wait for your train', 'when the train comes , get up and enter the train', 'sit down', 'wait for attendant to walk by and pay for your ticket']","['enjoy train ride', 'when the train comes , get up and enter the train']",enjoy train ride,0
6,0.8571428571428571,"['Go to the train station', 'sit or stand and wait for your train', 'when the train comes , get up and enter the train', 'sit down', 'wait for attendant to walk by and pay for your ticket', 'enjoy train ride']","['get off at destination', 'sit down']",get off at destination,0
0,0.0,[],"['Arrive at the station.', 'Enjoy the journey.']",Arrive at the station.,0
1,0.2,['Arrive at the station.'],"['Board train.', 'Purchase ticket.']",Purchase ticket.,1
2,0.4,"['Arrive at the station.', 'Purchase ticket.']","['Enjoy the journey.', 'Wait on platform.']",Wait on platform.,1
3,0.6,"['Arrive at the station.', 'Purchase ticket.', 'Wait on platform.']","['Arrive at the station.', 'Board train.']",Board train.,1
4,0.8,"['Arrive at the station.', 'Purchase ticket.', 'Wait on platform.', 'Board train.']","['Purchase ticket.', 'Enjoy the journey.']",Enjoy the journey.,1
0,0.0,[],"['Plan your train trip.', 'Enter the appropriate train car.']",Plan your train trip.,0
1,0.125,['Plan your train trip.'],"['Find the correct platform.', 'Go to the station.']",Go to the station.,1
2,0.25,"['Plan your train trip.', 'Go to the station.']","['Purchase your train ticket.', 'Find your seat or compartment.']",Purchase your train ticket.,0
3,0.375,"['Plan your train trip.', 'Go to the station.', 'Purchase your train ticket.']","['Find the correct platform.', 'Plan your train trip.']",Find the correct platform.,0
4,0.5,"['Plan your train trip.', 'Go to the station.', 'Purchase your train ticket.', 'Find the correct platform.']","['Wait for your train to arrive.', 'Enjoy the train trip.']",Wait for your train to arrive.,0
5,0.625,"['Plan your train trip.', 'Go to the station.', 'Purchase your train ticket.', 'Find the correct platform.', 'Wait for your train to arrive.']","['Enjoy the train trip.', 'Enter the appropriate train car.']",Enter the appropriate train car.,1
6,0.75,"['Plan your train trip.', 'Go to the station.', 'Purchase your train ticket.', 'Find the correct platform.', 'Wait for your train to arrive.', 'Enter the appropriate train car.']","['Purchase your train ticket.', 'Find your seat or compartment.']",Find your seat or compartment.,1
7,0.875,"['Plan your train trip.', 'Go to the station.', 'Purchase your train ticket.', 'Find the correct platform.', 'Wait for your train to arrive.', 'Enter the appropriate train car.', 'Find your seat or compartment.']","['Enjoy the train trip.', 'Purchase your train ticket.']",Enjoy the train trip.,0
0,0.0,[],"['Check train schedule for departure time', 'Leave train']",Check train schedule for departure time,0
1,0.125,['Check train schedule for departure time'],"['Arrive at train station', 'Find correct seat']",Arrive at train station,0
2,0.25,"['Check train schedule for departure time', 'Arrive at train station']","['Buy ticket for train', 'Leave train']",Buy ticket for train,0
3,0.375,"['Check train schedule for departure time', 'Arrive at train station', 'Buy ticket for train']","['Present ticket to clerk', 'Leave train']",Present ticket to clerk,0
4,0.5,"['Check train schedule for departure time', 'Arrive at train station', 'Buy ticket for train', 'Present ticket to clerk']","['Board train', 'Leave train']",Board train,0
5,0.625,"['Check train schedule for departure time', 'Arrive at train station', 'Buy ticket for train', 'Present ticket to clerk', 'Board train']","['Leave train', 'Find correct seat']",Find correct seat,1
6,0.75,"['Check train schedule for departure time', 'Arrive at train station', 'Buy ticket for train', 'Present ticket to clerk', 'Board train', 'Find correct seat']","['Check train schedule for departure time', 'Enjoy train ride']",Enjoy train ride,1
7,0.875,"['Check train schedule for departure time', 'Arrive at train station', 'Buy ticket for train', 'Present ticket to clerk', 'Board train', 'Find correct seat', 'Enjoy train ride']","['Board train', 'Leave train']",Leave train,1
0,0.0,[],"['drive to train station', 'drive to train station']",drive to train station,1
1,0.125,['drive to train station'],"['go to attendant and buy ticket', 'look at schedule on monitor']",look at schedule on monitor,1
2,0.25,"['drive to train station', 'look at schedule on monitor']","['when train arrives, present ticket to employee', 'choose destination']",choose destination,1
3,0.375,"['drive to train station', 'look at schedule on monitor', 'choose destination']","['drive to train station', 'go to attendant and buy ticket']",go to attendant and buy ticket,1
4,0.5,"['drive to train station', 'look at schedule on monitor', 'choose destination', 'go to attendant and buy ticket']","['walk to loading station', 'when train arrives, present ticket to employee']",walk to loading station,0
5,0.625,"['drive to train station', 'look at schedule on monitor', 'choose destination', 'go to attendant and buy ticket', 'walk to loading station']","['choose destination', 'await for train to arrive']",await for train to arrive,1
6,0.75,"['drive to train station', 'look at schedule on monitor', 'choose destination', 'go to attendant and buy ticket', 'walk to loading station', 'await for train to arrive']","['look at schedule on monitor', 'when train arrives, present ticket to employee']","when train arrives, present ticket to employee",1
7,0.875,"['drive to train station', 'look at schedule on monitor', 'choose destination', 'go to attendant and buy ticket', 'walk to loading station', 'await for train to arrive', 'when train arrives, present ticket to employee']","['board train', 'look at schedule on monitor']",board train,0
0,0.0,[],"['Find seat', 'Go to train station']",Go to train station,1
1,0.125,['Go to train station'],"['Go to train station', 'Buy train ticket']",Buy train ticket,1
2,0.25,"['Go to train station', 'Buy train ticket']","['Wait for person to come take your ticket', 'Wait for train to arrive']",Wait for train to arrive,1
3,0.375,"['Go to train station', 'Buy train ticket', 'Wait for train to arrive']","['Get onto train', 'Go to train station']",Get onto train,0
4,0.5,"['Go to train station', 'Buy train ticket', 'Wait for train to arrive', 'Get onto train']","['Find seat', 'Get off of train']",Find seat,0
5,0.625,"['Go to train station', 'Buy train ticket', 'Wait for train to arrive', 'Get onto train', 'Find seat']","['Get off of train', 'Wait for person to come take your ticket']",Wait for person to come take your ticket,1
6,0.75,"['Go to train station', 'Buy train ticket', 'Wait for train to arrive', 'Get onto train', 'Find seat', 'Wait for person to come take your ticket']","['Sit on train until you reach destination', 'Wait for train to arrive']",Sit on train until you reach destination,0
7,0.875,"['Go to train station', 'Buy train ticket', 'Wait for train to arrive', 'Get onto train', 'Find seat', 'Wait for person to come take your ticket', 'Sit on train until you reach destination']","['Get off of train', 'Go to train station']",Get off of train,0
0,0.0,[],"['Go to train platform', 'Go to train station']",Go to train station,1
1,0.125,['Go to train station'],"['Get train ticket', 'Go to train platform']",Get train ticket,0
2,0.25,"['Go to train station', 'Get train ticket']","['When train arrives, let people get off train first', 'Go to train platform']",Go to train platform,1
3,0.375,"['Go to train station', 'Get train ticket', 'Go to train platform']","['Sit', 'Wait for train']",Wait for train,1
4,0.5,"['Go to train station', 'Get train ticket', 'Go to train platform', 'Wait for train']","['When train arrives, let people get off train first', 'Go to train station']","When train arrives, let people get off train first",0
5,0.625,"['Go to train station', 'Get train ticket', 'Go to train platform', 'Wait for train', 'When train arrives, let people get off train first']","['Get on train', 'Go to train platform']",Get on train,0
6,0.75,"['Go to train station', 'Get train ticket', 'Go to train platform', 'Wait for train', 'When train arrives, let people get off train first', 'Get on train']","['Find a seat', 'Wait for train']",Find a seat,0
7,0.875,"['Go to train station', 'Get train ticket', 'Go to train platform', 'Wait for train', 'When train arrives, let people get off train first', 'Get on train', 'Find a seat']","['Sit', 'When train arrives, let people get off train first']",Sit,0
0,0.0,[],"['Go online to check prices.', 'Go online to check prices.']",Go online to check prices.,0
1,0.2,['Go online to check prices.'],"['Pack luggage.', 'Buy a ticket.']",Buy a ticket.,1
2,0.4,"['Go online to check prices.', 'Buy a ticket.']","['Board the train.', 'Pack luggage.']",Pack luggage.,1
3,0.6,"['Go online to check prices.', 'Buy a ticket.', 'Pack luggage.']","['Go to the train station.', 'Go online to check prices.']",Go to the train station.,0
4,0.8,"['Go online to check prices.', 'Buy a ticket.', 'Pack luggage.', 'Go to the train station.']","['Go online to check prices.', 'Board the train.']",Board the train.,1
0,0.0,[],"['Board train', 'Go to train station']",Go to train station,1
1,0.125,['Go to train station'],"['Walk up to ticket counter', 'Wait for train to arrive']",Walk up to ticket counter,0
2,0.25,"['Go to train station', 'Walk up to ticket counter']","['Board train', 'Purchase a ticket for your destination']",Purchase a ticket for your destination,1
3,0.375,"['Go to train station', 'Walk up to ticket counter', 'Purchase a ticket for your destination']","['Walk to train platform', 'Go to train station']",Walk to train platform,0
4,0.5,"['Go to train station', 'Walk up to ticket counter', 'Purchase a ticket for your destination', 'Walk to train platform']","['Find unoccupied seat', 'Wait for train to arrive']",Wait for train to arrive,1
5,0.625,"['Go to train station', 'Walk up to ticket counter', 'Purchase a ticket for your destination', 'Walk to train platform', 'Wait for train to arrive']","['Go to train station', 'Board train']",Board train,1
6,0.75,"['Go to train station', 'Walk up to ticket counter', 'Purchase a ticket for your destination', 'Walk to train platform', 'Wait for train to arrive', 'Board train']","['Walk to train platform', 'Find unoccupied seat']",Find unoccupied seat,1
7,0.875,"['Go to train station', 'Walk up to ticket counter', 'Purchase a ticket for your destination', 'Walk to train platform', 'Wait for train to arrive', 'Board train', 'Find unoccupied seat']","['Sit in the seat', 'Purchase a ticket for your destination']",Sit in the seat,0
0,0.0,[],"['Walk to train.', 'Go to train station.']",Go to train station.,1
1,0.125,['Go to train station.'],"['Get on train.', 'Buy a ticket from attendant.']",Buy a ticket from attendant.,1
2,0.25,"['Go to train station.', 'Buy a ticket from attendant.']","['Check bags.', 'Look for your seat.']",Check bags.,0
3,0.375,"['Go to train station.', 'Buy a ticket from attendant.', 'Check bags.']","['Walk to train.', 'Sit down.']",Walk to train.,0
