task_step,task_completion_percentage,previous_actions,choices,correct_choice,correct_action
5,0.8333333333333334,"['get to lesson on time', 'get in car with teacher', ""follow teacher's word"", 'dont crash car', 'get out of car when done']","['go home', 'get in car with teacher']",go home,0
0,0.0,[],"['Ask someone to drive with you', 'Head back home']",Ask someone to drive with you,0
1,0.16666666666666666,['Ask someone to drive with you'],"['Get in car', 'Drive on the high way']",Get in car,0
2,0.3333333333333333,"['Ask someone to drive with you', 'Get in car']","['Drive around in low populated areas', 'Head back home']",Drive around in low populated areas,0
3,0.5,"['Ask someone to drive with you', 'Get in car', 'Drive around in low populated areas']","['Ask someone to drive with you', 'Drive on public roads']",Drive on public roads,1
4,0.6666666666666666,"['Ask someone to drive with you', 'Get in car', 'Drive around in low populated areas', 'Drive on public roads']","['Drive on the high way', 'Ask someone to drive with you']",Drive on the high way,0
5,0.8333333333333334,"['Ask someone to drive with you', 'Get in car', 'Drive around in low populated areas', 'Drive on public roads', 'Drive on the high way']","['Ask someone to drive with you', 'Head back home']",Head back home,1
0,0.0,[],"['wait for instructions for driving instructor.', 'Get in car.']",Get in car.,1
1,0.2,['Get in car.'],"['Turn on car.', 'Put on seat belt.']",Put on seat belt.,1
2,0.4,"['Get in car.', 'Put on seat belt.']","['wait for instructions for driving instructor.', 'Check mirrors.']",Check mirrors.,1
3,0.6,"['Get in car.', 'Put on seat belt.', 'Check mirrors.']","['Turn on car.', 'Get in car.']",Turn on car.,0
4,0.8,"['Get in car.', 'Put on seat belt.', 'Check mirrors.', 'Turn on car.']","['Get in car.', 'wait for instructions for driving instructor.']",wait for instructions for driving instructor.,1
0,0.0,[],"['Put key in ignition.', 'Get into car with instructor.']",Get into car with instructor.,1
1,0.2,['Get into car with instructor.'],"['Put key in ignition.', 'Get into car with instructor.']",Put key in ignition.,0
2,0.4,"['Get into car with instructor.', 'Put key in ignition.']","['Listen to instructor.', 'Drive the car.']",Listen to instructor.,0
3,0.6,"['Get into car with instructor.', 'Put key in ignition.', 'Listen to instructor.']","['Get into car with instructor.', 'Follow the instructions.']",Follow the instructions.,1
4,0.8,"['Get into car with instructor.', 'Put key in ignition.', 'Listen to instructor.', 'Follow the instructions.']","['Put key in ignition.', 'Drive the car.']",Drive the car.,1
0,0.0,[],"['listen to the instructor for directions', 'insert key']",listen to the instructor for directions,0
1,0.16666666666666666,['listen to the instructor for directions'],"['start engine', 'put on seatbelt']",put on seatbelt,1
2,0.3333333333333333,"['listen to the instructor for directions', 'put on seatbelt']","['insert key', 'adjust mirrors if necessary']",insert key,0
3,0.5,"['listen to the instructor for directions', 'put on seatbelt', 'insert key']","['start engine', 'listen to the instructor for directions']",start engine,0
4,0.6666666666666666,"['listen to the instructor for directions', 'put on seatbelt', 'insert key', 'start engine']","['listen to the instructor for directions', 'adjust mirrors if necessary']",adjust mirrors if necessary,1
5,0.8333333333333334,"['listen to the instructor for directions', 'put on seatbelt', 'insert key', 'start engine', 'adjust mirrors if necessary']","['put foot on the brake', 'insert key']",put foot on the brake,0
0,0.0,[],"['GET IN CAR', 'TURN CAR ON']",GET IN CAR,0
1,0.16666666666666666,['GET IN CAR'],"['TURN CAR ON', 'FOLLOW INSTRUCTIONS']",TURN CAR ON,0
2,0.3333333333333333,"['GET IN CAR', 'TURN CAR ON']","['LISTEN TO INSTRUCTIONS FROM INSTRUCTOR', 'FOLLOW INSTRUCTIONS']",LISTEN TO INSTRUCTIONS FROM INSTRUCTOR,0
3,0.5,"['GET IN CAR', 'TURN CAR ON', 'LISTEN TO INSTRUCTIONS FROM INSTRUCTOR']","['START DRIVING', 'PARK UP']",START DRIVING,0
4,0.6666666666666666,"['GET IN CAR', 'TURN CAR ON', 'LISTEN TO INSTRUCTIONS FROM INSTRUCTOR', 'START DRIVING']","['TURN CAR ON', 'FOLLOW INSTRUCTIONS']",FOLLOW INSTRUCTIONS,1
5,0.8333333333333334,"['GET IN CAR', 'TURN CAR ON', 'LISTEN TO INSTRUCTIONS FROM INSTRUCTOR', 'START DRIVING', 'FOLLOW INSTRUCTIONS']","['LISTEN TO INSTRUCTIONS FROM INSTRUCTOR', 'PARK UP']",PARK UP,1
0,0.0,[],"['Get to the driving school', 'Follow his instructions and drive']",Get to the driving school,0
1,0.2,['Get to the driving school'],"['Enter the car with the instructor', 'Follow his instructions and drive']",Enter the car with the instructor,0
2,0.4,"['Get to the driving school', 'Enter the car with the instructor']","['Wear your seat-belt', 'Follow his instructions and drive']",Wear your seat-belt,0
3,0.6,"['Get to the driving school', 'Enter the car with the instructor', 'Wear your seat-belt']","['Listen to the instructor carefully', 'Get to the driving school']",Listen to the instructor carefully,0
4,0.8,"['Get to the driving school', 'Enter the car with the instructor', 'Wear your seat-belt', 'Listen to the instructor carefully']","['Follow his instructions and drive', 'Enter the car with the instructor']",Follow his instructions and drive,0
0,0.0,[],"['pay attention to what other traffic does', 'meet the instructor']",meet the instructor,1
1,0.16666666666666666,['meet the instructor'],"['get in the drivers seat of the car', 'drive carefully']",get in the drivers seat of the car,0
2,0.3333333333333333,"['meet the instructor', 'get in the drivers seat of the car']","['take direction from the instructor', 'pay attention to what other traffic does']",take direction from the instructor,0
3,0.5,"['meet the instructor', 'get in the drivers seat of the car', 'take direction from the instructor']","['drive carefully', 'return to starting point']",drive carefully,0
4,0.6666666666666666,"['meet the instructor', 'get in the drivers seat of the car', 'take direction from the instructor', 'drive carefully']","['pay attention to what other traffic does', 'get in the drivers seat of the car']",pay attention to what other traffic does,0
5,0.8333333333333334,"['meet the instructor', 'get in the drivers seat of the car', 'take direction from the instructor', 'drive carefully', 'pay attention to what other traffic does']","['meet the instructor', 'return to starting point']",return to starting point,1
0,0.0,[],"[""Get into driver's side of the car you will be using."", ""Get into driver's side of the car you will be using.""]",Get into driver's side of the car you will be using.,1
1,0.2,"[""Get into driver's side of the car you will be using.""]","['Have the instructor sit in the passenger side of the car.', 'Have the instructor sit in the passenger side of the car.']",Have the instructor sit in the passenger side of the car.,1
2,0.4,"[""Get into driver's side of the car you will be using."", 'Have the instructor sit in the passenger side of the car.']","[""Follow the instructor's directions on where to drive and how to do certain techniques."", 'Schedule more lessons with instructor until you are ready to take your driving test.']",Follow the instructor's directions on where to drive and how to do certain techniques.,0
3,0.6,"[""Get into driver's side of the car you will be using."", 'Have the instructor sit in the passenger side of the car.', ""Follow the instructor's directions on where to drive and how to do certain techniques.""]","[""Listen and learn from the instructor's evaluations of your driving."", ""Get into driver's side of the car you will be using.""]",Listen and learn from the instructor's evaluations of your driving.,0
4,0.8,"[""Get into driver's side of the car you will be using."", 'Have the instructor sit in the passenger side of the car.', ""Follow the instructor's directions on where to drive and how to do certain techniques."", ""Listen and learn from the instructor's evaluations of your driving.""]","[""Get into driver's side of the car you will be using."", 'Schedule more lessons with instructor until you are ready to take your driving test.']",Schedule more lessons with instructor until you are ready to take your driving test.,1
0,0.0,[],"['Step on the brake and put the car in drive', 'Get into your car']",Get into your car,1
1,0.16666666666666666,['Get into your car'],"['Put on your seat belt', 'Step on the brake and put the car in drive']",Put on your seat belt,0
2,0.3333333333333333,"['Get into your car', 'Put on your seat belt']","['Pull out of your spot and onto the ride while watching all directions', 'Put the key in the ignition and start the car']",Put the key in the ignition and start the car,1
3,0.5,"['Get into your car', 'Put on your seat belt', 'Put the key in the ignition and start the car']","['Check your wipers and turn signals to make sure they work', 'Get into your car']",Check your wipers and turn signals to make sure they work,0
4,0.6666666666666666,"['Get into your car', 'Put on your seat belt', 'Put the key in the ignition and start the car', 'Check your wipers and turn signals to make sure they work']","['Step on the brake and put the car in drive', 'Put on your seat belt']",Step on the brake and put the car in drive,0
5,0.8333333333333334,"['Get into your car', 'Put on your seat belt', 'Put the key in the ignition and start the car', 'Check your wipers and turn signals to make sure they work', 'Step on the brake and put the car in drive']","['Put the key in the ignition and start the car', 'Pull out of your spot and onto the ride while watching all directions']",Pull out of your spot and onto the ride while watching all directions,1
0,0.0,[],"['Get someone to instruct you', 'Study driving manual']",Study driving manual,1
1,0.16666666666666666,['Study driving manual'],"['Get into car', 'Inspect vehicle to be driven']",Inspect vehicle to be driven,1
2,0.3333333333333333,"['Study driving manual', 'Inspect vehicle to be driven']","['Get someone to instruct you', 'Get into car']",Get someone to instruct you,0
3,0.5,"['Study driving manual', 'Inspect vehicle to be driven', 'Get someone to instruct you']","['Study driving manual', 'Find route to drive']",Find route to drive,1
4,0.6666666666666666,"['Study driving manual', 'Inspect vehicle to be driven', 'Get someone to instruct you', 'Find route to drive']","['Get into car', 'Study driving manual']",Get into car,0
5,0.8333333333333334,"['Study driving manual', 'Inspect vehicle to be driven', 'Get someone to instruct you', 'Find route to drive', 'Get into car']","['Operate car according to manual', 'Inspect vehicle to be driven']",Operate car according to manual,0
0,0.0,[],"['Walk in DMV.', 'Start car.']",Walk in DMV.,0
1,0.16666666666666666,['Walk in DMV.'],"['Walk to car with instructor.', 'Walk to car with instructor.']",Walk to car with instructor.,0
2,0.3333333333333333,"['Walk in DMV.', 'Walk to car with instructor.']","['Get in car.', 'Adjust mirrors and seat.']",Get in car.,0
3,0.5,"['Walk in DMV.', 'Walk to car with instructor.', 'Get in car.']","['Put seat belts on.', 'Walk in DMV.']",Put seat belts on.,0
4,0.6666666666666666,"['Walk in DMV.', 'Walk to car with instructor.', 'Get in car.', 'Put seat belts on.']","['Walk to car with instructor.', 'Adjust mirrors and seat.']",Adjust mirrors and seat.,1
5,0.8333333333333334,"['Walk in DMV.', 'Walk to car with instructor.', 'Get in car.', 'Put seat belts on.', 'Adjust mirrors and seat.']","['Walk in DMV.', 'Start car.']",Start car.,1
0,0.0,[],"['Sign up for driving lessons', 'Stay calm and listening for duration of lesson']",Sign up for driving lessons,0
1,0.16666666666666666,['Sign up for driving lessons'],"['Show up to appropriate place at designated time', 'Stay calm and listening for duration of lesson']",Show up to appropriate place at designated time,0
2,0.3333333333333333,"['Sign up for driving lessons', 'Show up to appropriate place at designated time']","['Stay calm and listening for duration of lesson', 'Sit down in car']",Sit down in car,1
3,0.5,"['Sign up for driving lessons', 'Show up to appropriate place at designated time', 'Sit down in car']","['Listen to directions of instructor', 'Sign up for driving lessons']",Listen to directions of instructor,0
4,0.6666666666666666,"['Sign up for driving lessons', 'Show up to appropriate place at designated time', 'Sit down in car', 'Listen to directions of instructor']","['Sign up for driving lessons', 'Stay calm and listening for duration of lesson']",Stay calm and listening for duration of lesson,1
5,0.8333333333333334,"['Sign up for driving lessons', 'Show up to appropriate place at designated time', 'Sit down in car', 'Listen to directions of instructor', 'Stay calm and listening for duration of lesson']","['Show up to appropriate place at designated time', 'Exit car']",Exit car,1
0,0.0,[],"['Grab my license.', 'Listen to the instructor.']",Grab my license.,0
1,0.2,['Grab my license.'],"['Listen to the instructor.', 'Get in the car.']",Get in the car.,1
2,0.4,"['Grab my license.', 'Get in the car.']","['Listen to the instructor.', 'Drive where he tells me to go.']",Listen to the instructor.,0
3,0.6,"['Grab my license.', 'Get in the car.', 'Listen to the instructor.']","['Start the car.', 'Grab my license.']",Start the car.,0
4,0.8,"['Grab my license.', 'Get in the car.', 'Listen to the instructor.', 'Start the car.']","['Grab my license.', 'Drive where he tells me to go.']",Drive where he tells me to go.,1
0,0.0,[],"['get into car', 'get into car']",get into car,1
1,0.16666666666666666,['get into car'],"['buckle seat belt', 'wait for instructor to get into car']",wait for instructor to get into car,1
2,0.3333333333333333,"['get into car', 'wait for instructor to get into car']","['turn on car', 'buckle seat belt']",buckle seat belt,1
3,0.5,"['get into car', 'wait for instructor to get into car', 'buckle seat belt']","['wait for instructor to buckle seat belt', 'get into car']",wait for instructor to buckle seat belt,0
4,0.6666666666666666,"['get into car', 'wait for instructor to get into car', 'buckle seat belt', 'wait for instructor to buckle seat belt']","['check to make sure everything is adjusted correctly', 'wait for instructor to get into car']",check to make sure everything is adjusted correctly,0
5,0.8333333333333334,"['get into car', 'wait for instructor to get into car', 'buckle seat belt', 'wait for instructor to buckle seat belt', 'check to make sure everything is adjusted correctly']","['turn on car', 'buckle seat belt']",turn on car,0
0,0.0,[],"['Register for a course', 'use the brake to stop']",Register for a course,0
1,0.16666666666666666,['Register for a course'],"['Wait for instructor to come pick you up', 'Get into car']",Wait for instructor to come pick you up,0
2,0.3333333333333333,"['Register for a course', 'Wait for instructor to come pick you up']","['Get into car', 'use the brake to stop']",Get into car,0
3,0.5,"['Register for a course', 'Wait for instructor to come pick you up', 'Get into car']","['use the brake to stop', 'follow instructions laid forth by instructor']",follow instructions laid forth by instructor,1
4,0.6666666666666666,"['Register for a course', 'Wait for instructor to come pick you up', 'Get into car', 'follow instructions laid forth by instructor']","['Register for a course', 'Use the gas to move forward']",Use the gas to move forward,1
5,0.8333333333333334,"['Register for a course', 'Wait for instructor to come pick you up', 'Get into car', 'follow instructions laid forth by instructor', 'Use the gas to move forward']","['use the brake to stop', 'Wait for instructor to come pick you up']",use the brake to stop,0
0,0.0,[],"['Arrive at the location of the driving lesson.', 'Return in the vehicle to the starting point.']",Arrive at the location of the driving lesson.,0
1,0.16666666666666666,['Arrive at the location of the driving lesson.'],"['Pay for the lesson.', 'Drive carefully, while listening to the input of the lesson instructor.']",Pay for the lesson.,0
2,0.3333333333333333,"['Arrive at the location of the driving lesson.', 'Pay for the lesson.']","['Return in the vehicle to the starting point.', 'Take a seat in the vehicle.']",Take a seat in the vehicle.,1
3,0.5,"['Arrive at the location of the driving lesson.', 'Pay for the lesson.', 'Take a seat in the vehicle.']","['Buckle your safety belt.', 'Return in the vehicle to the starting point.']",Buckle your safety belt.,0
4,0.6666666666666666,"['Arrive at the location of the driving lesson.', 'Pay for the lesson.', 'Take a seat in the vehicle.', 'Buckle your safety belt.']","['Drive carefully, while listening to the input of the lesson instructor.', 'Pay for the lesson.']","Drive carefully, while listening to the input of the lesson instructor.",0
5,0.8333333333333334,"['Arrive at the location of the driving lesson.', 'Pay for the lesson.', 'Take a seat in the vehicle.', 'Buckle your safety belt.', 'Drive carefully, while listening to the input of the lesson instructor.']","['Take a seat in the vehicle.', 'Return in the vehicle to the starting point.']",Return in the vehicle to the starting point.,1
0,0.0,[],"['hop on vehicle with assigned personal', 'go to local DMV']",go to local DMV,1
1,0.16666666666666666,['go to local DMV'],"['wait in line', 'arrive back to where you started to drive']",wait in line,0
2,0.3333333333333333,"['go to local DMV', 'wait in line']","['arrive back to where you started to drive', 'wait for driving lesson']",wait for driving lesson,1
3,0.5,"['go to local DMV', 'wait in line', 'wait for driving lesson']","['hop on vehicle with assigned personal', 'go to local DMV']",hop on vehicle with assigned personal,0
4,0.6666666666666666,"['go to local DMV', 'wait in line', 'wait for driving lesson', 'hop on vehicle with assigned personal']","['drive around where they tell you to go', 'go to local DMV']",drive around where they tell you to go,0
5,0.8333333333333334,"['go to local DMV', 'wait in line', 'wait for driving lesson', 'hop on vehicle with assigned personal', 'drive around where they tell you to go']","['arrive back to where you started to drive', 'wait in line']",arrive back to where you started to drive,0
0,0.0,[],"['Meet your Instructor', ""Take your learner's license""]",Take your learner's license,1
1,0.16666666666666666,"[""Take your learner's license""]","['Go to the driving school', ""Sit in the driver's seat of the car""]",Go to the driving school,0
2,0.3333333333333333,"[""Take your learner's license"", 'Go to the driving school']","['Meet your Instructor', 'Wait for instructions']",Meet your Instructor,0
3,0.5,"[""Take your learner's license"", 'Go to the driving school', 'Meet your Instructor']","['Go to the car allotted to you', ""Take your learner's license""]",Go to the car allotted to you,0
4,0.6666666666666666,"[""Take your learner's license"", 'Go to the driving school', 'Meet your Instructor', 'Go to the car allotted to you']","[""Sit in the driver's seat of the car"", ""Take your learner's license""]",Sit in the driver's seat of the car,0
5,0.8333333333333334,"[""Take your learner's license"", 'Go to the driving school', 'Meet your Instructor', 'Go to the car allotted to you', ""Sit in the driver's seat of the car""]","['Wait for instructions', ""Take your learner's license""]",Wait for instructions,0
0,0.0,[],"['get in the car', 'go to the driving school']",go to the driving school,1
1,0.16666666666666666,['go to the driving school'],"['go to the driving school', 'enroll in driving lessons']",enroll in driving lessons,1
2,0.3333333333333333,"['go to the driving school', 'enroll in driving lessons']","['learn to drive', 'talk to the driving instructor']",talk to the driving instructor,1
3,0.5,"['go to the driving school', 'enroll in driving lessons', 'talk to the driving instructor']","['go to the driving school', 'get in the car']",get in the car,1
4,0.6666666666666666,"['go to the driving school', 'enroll in driving lessons', 'talk to the driving instructor', 'get in the car']","['follow instructions given by instructor', 'go to the driving school']",follow instructions given by instructor,0
5,0.8333333333333334,"['go to the driving school', 'enroll in driving lessons', 'talk to the driving instructor', 'get in the car', 'follow instructions given by instructor']","['talk to the driving instructor', 'learn to drive']",learn to drive,1
0,0.0,[],"['Arrive at the lesson', 'Start car']",Arrive at the lesson,0
1,0.16666666666666666,['Arrive at the lesson'],"['Get in car with instructor', 'Buckle seatbelt']",Get in car with instructor,0
2,0.3333333333333333,"['Arrive at the lesson', 'Get in car with instructor']","['Buckle seatbelt', 'Follow instructions']",Buckle seatbelt,0
3,0.5,"['Arrive at the lesson', 'Get in car with instructor', 'Buckle seatbelt']","['Start car', 'Arrive at the lesson']",Start car,0
4,0.6666666666666666,"['Arrive at the lesson', 'Get in car with instructor', 'Buckle seatbelt', 'Start car']","['Follow instructions', 'Arrive at the lesson']",Follow instructions,0
5,0.8333333333333334,"['Arrive at the lesson', 'Get in car with instructor', 'Buckle seatbelt', 'Start car', 'Follow instructions']","['Park car', 'Buckle seatbelt']",Park car,0
0,0.0,[],"['Get in car with driving instructor', 'Make sure permit is in the car']",Make sure permit is in the car,1
1,0.16666666666666666,['Make sure permit is in the car'],"['Insert key into ignition', 'Get in car with driving instructor']",Get in car with driving instructor,1
2,0.3333333333333333,"['Make sure permit is in the car', 'Get in car with driving instructor']","['Start car', 'Familiarize oneself with all dials, levers , knobs, etc in car']","Familiarize oneself with all dials, levers , knobs, etc in car",1
3,0.5,"['Make sure permit is in the car', 'Get in car with driving instructor', 'Familiarize oneself with all dials, levers , knobs, etc in car']","['Adjust seat and mirrors', 'Start car']",Adjust seat and mirrors,0
4,0.6666666666666666,"['Make sure permit is in the car', 'Get in car with driving instructor', 'Familiarize oneself with all dials, levers , knobs, etc in car', 'Adjust seat and mirrors']","['Insert key into ignition', 'Make sure permit is in the car']",Insert key into ignition,0
5,0.8333333333333334,"['Make sure permit is in the car', 'Get in car with driving instructor', 'Familiarize oneself with all dials, levers , knobs, etc in car', 'Adjust seat and mirrors', 'Insert key into ignition']","['Make sure permit is in the car', 'Start car']",Start car,1
0,0.0,[],"['Start car', 'Meet driving instructor']",Meet driving instructor,1
1,0.16666666666666666,['Meet driving instructor'],"['Get into driver seat', 'Follow directions of instructor']",Get into driver seat,0
2,0.3333333333333333,"['Meet driving instructor', 'Get into driver seat']","['Follow directions of instructor', 'Wait for instructor to get into passenger seat']",Wait for instructor to get into passenger seat,1
3,0.5,"['Meet driving instructor', 'Get into driver seat', 'Wait for instructor to get into passenger seat']","['Start car', 'Meet driving instructor']",Start car,0
4,0.6666666666666666,"['Meet driving instructor', 'Get into driver seat', 'Wait for instructor to get into passenger seat', 'Start car']","['Follow directions of instructor', 'Get into driver seat']",Follow directions of instructor,0
5,0.8333333333333334,"['Meet driving instructor', 'Get into driver seat', 'Wait for instructor to get into passenger seat', 'Start car', 'Follow directions of instructor']","['At the end of lesson, stop car', 'Wait for instructor to get into passenger seat']","At the end of lesson, stop car",0
0,0.0,[],"['Arrive on time', 'Follow your instructors instructions']",Arrive on time,0
1,0.16666666666666666,['Arrive on time'],"['Put your seat-belt on', 'Greet your instructor']",Greet your instructor,1
2,0.3333333333333333,"['Arrive on time', 'Greet your instructor']","['Follow your instructors instructions', 'Get into the car']",Get into the car,1
3,0.5,"['Arrive on time', 'Greet your instructor', 'Get into the car']","['Put your seat-belt on', 'Arrive on time']",Put your seat-belt on,0
4,0.6666666666666666,"['Arrive on time', 'Greet your instructor', 'Get into the car', 'Put your seat-belt on']","['Observe all safety rules', 'Arrive on time']",Observe all safety rules,0
5,0.8333333333333334,"['Arrive on time', 'Greet your instructor', 'Get into the car', 'Put your seat-belt on', 'Observe all safety rules']","['Follow your instructors instructions', 'Get into the car']",Follow your instructors instructions,0
0,0.0,[],"['Start driving', 'Get driving permit']",Get driving permit,1
1,0.16666666666666666,['Get driving permit'],"['Wait for driving teacher', 'Start driving']",Wait for driving teacher,0
2,0.3333333333333333,"['Get driving permit', 'Wait for driving teacher']","['Listen to instructor', 'Get into car']",Get into car,1
3,0.5,"['Get driving permit', 'Wait for driving teacher', 'Get into car']","['Wait for instructions', 'Listen to instructor']",Wait for instructions,0
4,0.6666666666666666,"['Get driving permit', 'Wait for driving teacher', 'Get into car', 'Wait for instructions']","['Get driving permit', 'Start driving']",Start driving,1
5,0.8333333333333334,"['Get driving permit', 'Wait for driving teacher', 'Get into car', 'Wait for instructions', 'Start driving']","['Get into car', 'Listen to instructor']",Listen to instructor,1
0,0.0,[],"['Sign necessary paperwork', 'Find a licensed driver']",Find a licensed driver,1
1,0.16666666666666666,['Find a licensed driver'],"['Borrow a car', 'Borrow a car']",Borrow a car,1
2,0.3333333333333333,"['Find a licensed driver', 'Borrow a car']","['Put on seatbelt', 'Sign necessary paperwork']",Sign necessary paperwork,1
3,0.5,"['Find a licensed driver', 'Borrow a car', 'Sign necessary paperwork']","['Wait for instructions', ""Get into driver's seat""]",Get into driver's seat,1
4,0.6666666666666666,"['Find a licensed driver', 'Borrow a car', 'Sign necessary paperwork', ""Get into driver's seat""]","['Find a licensed driver', 'Put on seatbelt']",Put on seatbelt,1
5,0.8333333333333334,"['Find a licensed driver', 'Borrow a car', 'Sign necessary paperwork', ""Get into driver's seat"", 'Put on seatbelt']","['Borrow a car', 'Wait for instructions']",Wait for instructions,1
0,0.0,[],"['Get in car when driving instructor arrives', 'Schedule driving lesson']",Schedule driving lesson,1
1,0.2,['Schedule driving lesson'],"['Prepare for driving lesson', 'Prepare for driving lesson']",Prepare for driving lesson,1
2,0.4,"['Schedule driving lesson', 'Prepare for driving lesson']","['Get in car when driving instructor arrives', 'Return home after lesson']",Get in car when driving instructor arrives,0
3,0.6,"['Schedule driving lesson', 'Prepare for driving lesson', 'Get in car when driving instructor arrives']","['Listen to driving instructor and drive', 'Schedule driving lesson']",Listen to driving instructor and drive,0
4,0.8,"['Schedule driving lesson', 'Prepare for driving lesson', 'Get in car when driving instructor arrives', 'Listen to driving instructor and drive']","['Return home after lesson', 'Schedule driving lesson']",Return home after lesson,0
0,0.0,[],"[""Get into driver's seat."", 'Place key in ignition.']",Get into driver's seat.,0
1,0.16666666666666666,"[""Get into driver's seat.""]","['Fasten Seat belt.', 'Drive safely.']",Fasten Seat belt.,0
2,0.3333333333333333,"[""Get into driver's seat."", 'Fasten Seat belt.']","['Place key in ignition.', 'Drive safely.']",Place key in ignition.,0
3,0.5,"[""Get into driver's seat."", 'Fasten Seat belt.', 'Place key in ignition.']","['Follow instructions of instructor.', 'Receive feedback.']",Follow instructions of instructor.,0
4,0.6666666666666666,"[""Get into driver's seat."", 'Fasten Seat belt.', 'Place key in ignition.', 'Follow instructions of instructor.']","['Drive safely.', ""Get into driver's seat.""]",Drive safely.,0
5,0.8333333333333334,"[""Get into driver's seat."", 'Fasten Seat belt.', 'Place key in ignition.', 'Follow instructions of instructor.', 'Drive safely.']","['Receive feedback.', 'Fasten Seat belt.']",Receive feedback.,0
0,0.0,[],"[""Sit in the driver's seat"", 'Wait for the instructor to occupy the passenger seat']",Sit in the driver's seat,0
1,0.16666666666666666,"[""Sit in the driver's seat""]","['When instructed, start the car', 'Adjust the seat and mirrors to suit']",Adjust the seat and mirrors to suit,1
2,0.3333333333333333,"[""Sit in the driver's seat"", 'Adjust the seat and mirrors to suit']","['Wait for the instructor to occupy the passenger seat', 'When instructed, start the car']",Wait for the instructor to occupy the passenger seat,0
3,0.5,"[""Sit in the driver's seat"", 'Adjust the seat and mirrors to suit', 'Wait for the instructor to occupy the passenger seat']","['Fasten seat belt and wait for instructor to fasten his or hers.', ""Sit in the driver's seat""]",Fasten seat belt and wait for instructor to fasten his or hers.,0
4,0.6666666666666666,"[""Sit in the driver's seat"", 'Adjust the seat and mirrors to suit', 'Wait for the instructor to occupy the passenger seat', 'Fasten seat belt and wait for instructor to fasten his or hers.']","['When instructed, start the car', ""Sit in the driver's seat""]","When instructed, start the car",0
5,0.8333333333333334,"[""Sit in the driver's seat"", 'Adjust the seat and mirrors to suit', 'Wait for the instructor to occupy the passenger seat', 'Fasten seat belt and wait for instructor to fasten his or hers.', 'When instructed, start the car']","['Follow instructions', 'Wait for the instructor to occupy the passenger seat']",Follow instructions,0
0,0.0,[],"['Put the car in drive', 'Get in car']",Get in car,1
1,0.16666666666666666,['Get in car'],"['Put pressure on gas pedal', 'Start the car']",Start the car,1
2,0.3333333333333333,"['Get in car', 'Start the car']","['Put the car in drive', 'Instructor gives feedback']",Put the car in drive,0
3,0.5,"['Get in car', 'Start the car', 'Put the car in drive']","['Get in car', 'Instructor gives directions']",Instructor gives directions,1
4,0.6666666666666666,"['Get in car', 'Start the car', 'Put the car in drive', 'Instructor gives directions']","['Put pressure on gas pedal', 'Start the car']",Put pressure on gas pedal,0
5,0.8333333333333334,"['Get in car', 'Start the car', 'Put the car in drive', 'Instructor gives directions', 'Put pressure on gas pedal']","['Instructor gives feedback', 'Put the car in drive']",Instructor gives feedback,0
0,0.0,[],"['Enter your car', 'Enter your car']",Enter your car,0
1,0.16666666666666666,['Enter your car'],"['Visit drivng instructor', 'Drive safely']",Visit drivng instructor,0
2,0.3333333333333333,"['Enter your car', 'Visit drivng instructor']","['Follow his directions', 'Drop off instructor']",Follow his directions,0
3,0.5,"['Enter your car', 'Visit drivng instructor', 'Follow his directions']","['Drive safely', 'Drop off instructor']",Drive safely,0
4,0.6666666666666666,"['Enter your car', 'Visit drivng instructor', 'Follow his directions', 'Drive safely']","['Enter your car', 'Reach your destination']",Reach your destination,1
5,0.8333333333333334,"['Enter your car', 'Visit drivng instructor', 'Follow his directions', 'Drive safely', 'Reach your destination']","['Follow his directions', 'Drop off instructor']",Drop off instructor,1
0,0.0,[],"['Sign up for lessons.', 'Get in the car.']",Sign up for lessons.,0
1,0.16666666666666666,['Sign up for lessons.'],"['Start the car.', 'Go to lessons.']",Go to lessons.,1
2,0.3333333333333333,"['Sign up for lessons.', 'Go to lessons.']","['Listen to the instructor.', 'Get in the car.']",Get in the car.,1
3,0.5,"['Sign up for lessons.', 'Go to lessons.', 'Get in the car.']","['Start the car.', 'Listen to the instructor.']",Start the car.,0
4,0.6666666666666666,"['Sign up for lessons.', 'Go to lessons.', 'Get in the car.', 'Start the car.']","['Check the mirrors.', 'Go to lessons.']",Check the mirrors.,0
5,0.8333333333333334,"['Sign up for lessons.', 'Go to lessons.', 'Get in the car.', 'Start the car.', 'Check the mirrors.']","['Get in the car.', 'Listen to the instructor.']",Listen to the instructor.,1
0,0.0,[],"['Buckle seatbelt', 'Study driving instructions']",Study driving instructions,1
1,0.16666666666666666,['Study driving instructions'],"['Buckle seatbelt', 'Listen to driving instructor']",Buckle seatbelt,0
2,0.3333333333333333,"['Study driving instructions', 'Buckle seatbelt']","['Unbuckle seatbelt', 'Start up the vehicle']",Start up the vehicle,1
3,0.5,"['Study driving instructions', 'Buckle seatbelt', 'Start up the vehicle']","['Listen to driving instructor', 'Study driving instructions']",Listen to driving instructor,0
4,0.6666666666666666,"['Study driving instructions', 'Buckle seatbelt', 'Start up the vehicle', 'Listen to driving instructor']","['Buckle seatbelt', 'Turn off the car']",Turn off the car,1
5,0.8333333333333334,"['Study driving instructions', 'Buckle seatbelt', 'Start up the vehicle', 'Listen to driving instructor', 'Turn off the car']","['Study driving instructions', 'Unbuckle seatbelt']",Unbuckle seatbelt,1
0,0.0,[],"['get in the car', 'find a good instructor']",find a good instructor,1
